Main_Title,Sub_Title,Venue,Fees,Date
Global Environmental Law and Governance,Challenges and Practical Solutions,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Global Environmental Law and Governance,Challenges and Practical Solutions,Online,"$ 3,950",27 - 31 Oct 2025
Global Environmental Law and Governance,Challenges and Practical Solutions,Online,"$ 3,950",26 - 30 Oct 2026
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Kuala Lumpur - Malaysia,"$ 5,950",27 - 31 Oct 2025
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Dammam - Saudi Arabia,"$ 5,950",17 - 21 Nov 2025
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Al Khobar - Saudi Arabia,"$ 5,950",12 - 16 Jan 2026
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Riyadh - Saudi Arabia,"$ 5,950",30 Mar - 03 Apr 2026
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,London - UK,"$ 5,950",20 - 24 Apr 2026
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Istanbul - Turkey,"$ 5,950",27 - 31 Jul 2026
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Jeddah - Saudi Arabia,"$ 5,950",14 - 18 Sep 2026
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Kuala Lumpur - Malaysia,"$ 5,950",26 - 30 Oct 2026
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Dammam - Saudi Arabia,"$ 5,950",16 - 20 Nov 2026
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam - The Netherlands,"$ 5,950",08 - 12 Dec 2025
Advanced Health & Safety Management,Managing Risks to Protect People,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Advanced Health & Safety Management,Managing Risks to Protect People,London - UK,"$ 5,950",13 - 17 Jul 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam - The Netherlands,"$ 5,950",28 Sep - 02 Oct 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Dec 2026
Advanced Health & Safety Management,Managing Risks to Protect People,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$ 3,950",27 - 31 Oct 2025
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$ 3,950",03 - 07 Nov 2025
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$ 3,950",26 - 30 Oct 2026
Aerial Surveillance,N/A,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Aerial Surveillance,N/A,Dubai - UAE,"$ 5,950",27 - 31 Jul 2026
Aerial Surveillance,N/A,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Global Environmental Law and Governance,Challenges and Practical Solutions,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Global Environmental Law and Governance,Challenges and Practical Solutions,London - UK,"$ 5,950",08 - 12 Jun 2026
Global Environmental Law and Governance,Challenges and Practical Solutions,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Global Environmental Law and Governance,Challenges and Practical Solutions,Online,"$ 3,950",27 - 31 Oct 2025
Global Environmental Law and Governance,Challenges and Practical Solutions,Online,"$ 3,950",26 - 30 Oct 2026
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,N/A,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,N/A,Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,N/A,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,N/A,Abu Dhabi - UAE,"$ 5,950",24 - 28 Aug 2026
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,N/A,London - UK,"$ 5,950",28 Sep - 02 Oct 2026
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,N/A,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,N/A,Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,N/A,Online,"$ 3,950",20 - 24 Apr 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam - The Netherlands,"$ 5,950",08 - 12 Dec 2025
Advanced Health & Safety Management,Managing Risks to Protect People,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Advanced Health & Safety Management,Managing Risks to Protect People,London - UK,"$ 5,950",13 - 17 Jul 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam - The Netherlands,"$ 5,950",28 Sep - 02 Oct 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Dec 2026
Advanced Health & Safety Management,Managing Risks to Protect People,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$ 3,950",27 - 31 Oct 2025
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$ 3,950",03 - 07 Nov 2025
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$ 3,950",26 - 30 Oct 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Advanced Health and Safety for Healthcare Professionals,N/A,Amsterdam - The Netherlands,"$ 5,950",08 - 12 Dec 2025
Advanced Health and Safety for Healthcare Professionals,N/A,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Advanced Health and Safety for Healthcare Professionals,N/A,London - UK,"$ 5,950",13 - 17 Jul 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Amsterdam - The Netherlands,"$ 5,950",28 Sep - 02 Oct 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Dec 2026
Advanced Health and Safety for Healthcare Professionals,N/A,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Health and Safety for Healthcare Professionals,N/A,Online,"$ 3,950",27 - 31 Oct 2025
Advanced Health and Safety for Healthcare Professionals,N/A,Online,"$ 3,950",03 - 07 Nov 2025
Advanced Health and Safety for Healthcare Professionals,N/A,Online,"$ 3,950",26 - 30 Oct 2026
Advanced Process HAZOP,Identifying Potential Hazards in Process Systems and Managing Operability Issues,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Advanced Process HAZOP,Identifying Potential Hazards in Process Systems and Managing Operability Issues,London - UK,"$ 5,950",03 - 07 Aug 2026
Advanced Process HAZOP,Identifying Potential Hazards in Process Systems and Managing Operability Issues,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Advanced Process HAZOP,Identifying Potential Hazards in Process Systems and Managing Operability Issues,Online,"$ 3,950",27 - 31 Oct 2025
Advanced Process HAZOP,Identifying Potential Hazards in Process Systems and Managing Operability Issues,Online,"$ 3,950",26 - 30 Oct 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Advanced Health and Safety for Healthcare Professionals,N/A,Amsterdam - The Netherlands,"$ 5,950",08 - 12 Dec 2025
Advanced Health and Safety for Healthcare Professionals,N/A,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Advanced Health and Safety for Healthcare Professionals,N/A,London - UK,"$ 5,950",13 - 17 Jul 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Amsterdam - The Netherlands,"$ 5,950",28 Sep - 02 Oct 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Advanced Health and Safety for Healthcare Professionals,N/A,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Dec 2026
Advanced Health and Safety for Healthcare Professionals,N/A,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Health and Safety for Healthcare Professionals,N/A,Online,"$ 3,950",27 - 31 Oct 2025
Advanced Health and Safety for Healthcare Professionals,N/A,Online,"$ 3,950",03 - 07 Nov 2025
Advanced Health and Safety for Healthcare Professionals,N/A,Online,"$ 3,950",26 - 30 Oct 2026
Risk Assessment and Hazard Identification,Determining Risk Values,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Risk Assessment and Hazard Identification,Determining Risk Values,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Traffic Accident Investigation,How to Identify and Collect Evidences,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Traffic Accident Investigation,How to Identify and Collect Evidences,London - UK,"$ 5,950",22 - 26 Dec 2025
Traffic Accident Investigation,How to Identify and Collect Evidences,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Traffic Accident Investigation,How to Identify and Collect Evidences,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Traffic Accident Investigation,How to Identify and Collect Evidences,London - UK,"$ 5,950",21 - 25 Dec 2026
Traffic Accident Investigation,How to Identify and Collect Evidences,Online,"$ 3,950",06 - 10 Jul 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Behavioural Based Safety,Safe Person – Safe Workplace,Dammam - Saudi Arabia,"$ 5,950",15 - 19 Dec 2025
Behavioural Based Safety,Safe Person – Safe Workplace,Jeddah - Saudi Arabia,"$ 5,950",23 - 27 Mar 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Al Ain - UAE,"$ 5,950",18 - 22 May 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Riyadh - Saudi Arabia,"$ 5,950",31 Aug - 04 Sep 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Abu Dhabi - UAE,"$ 5,950",14 - 18 Sep 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dammam - Saudi Arabia,"$ 5,950",14 - 18 Dec 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Online,"$ 3,950",03 - 07 Nov 2025
Behavioural Based Safety,Safe Person – Safe Workplace,Online,"$ 3,950",02 - 06 Nov 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam - The Netherlands,"$ 5,950",08 - 12 Dec 2025
Advanced Health & Safety Management,Managing Risks to Protect People,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Advanced Health & Safety Management,Managing Risks to Protect People,London - UK,"$ 5,950",13 - 17 Jul 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam - The Netherlands,"$ 5,950",28 Sep - 02 Oct 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Dec 2026
Advanced Health & Safety Management,Managing Risks to Protect People,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$ 3,950",27 - 31 Oct 2025
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$ 3,950",03 - 07 Nov 2025
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$ 3,950",26 - 30 Oct 2026
Explosive Safety Management (ESM),N/A,Taif - Saudi Arabia,"$ 5,950",03 - 07 Nov 2025
Explosive Safety Management (ESM),N/A,Taif - Saudi Arabia,"$ 5,950",30 Mar - 03 Apr 2026
Explosive Safety Management (ESM),N/A,Taif - Saudi Arabia,"$ 5,950",02 - 06 Nov 2026
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,London - UK,"$ 5,950",08 - 12 Jun 2026
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Dubai - UAE,"$ 5,950",10 - 14 Aug 2026
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Online,"$ 3,950",03 - 07 Nov 2025
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Online,"$ 3,950",02 - 06 Nov 2026
Managing Subcontractors,Creating the Framework for Contracting Effectiveness,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Managing Subcontractors,Creating the Framework for Contracting Effectiveness,Dubai - UAE,"$ 5,950",27 Apr - 01 May 2026
Managing Subcontractors,Creating the Framework for Contracting Effectiveness,London - UK,"$ 5,950",21 - 25 Sep 2026
Managing Subcontractors,Creating the Framework for Contracting Effectiveness,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Amsterdam - The Netherlands,"$ 5,950",03 - 07 Nov 2025
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,London - UK,"$ 5,950",01 - 05 Dec 2025
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Amsterdam - The Netherlands,"$ 5,950",02 - 06 Nov 2026
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Online,"$ 3,950",14 - 18 Sep 2026
Human Failures & Safety Critical Task Analysis,Minimising Human Error and Enhancing Safety in High-Risk Operations,Online,"$ 3,950",03 - 07 Nov 2025
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Online,"$ 3,950",03 - 07 Nov 2025
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Online,"$ 3,950",02 - 06 Nov 2026
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,London - UK,"$ 5,950",08 - 12 Jun 2026
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Dubai - UAE,"$ 5,950",10 - 14 Aug 2026
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Online,"$ 3,950",03 - 07 Nov 2025
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Online,"$ 3,950",02 - 06 Nov 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Abu Dhabi - UAE,"$ 5,950",15 - 19 Dec 2025
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Dubai - UAE,"$ 5,950",02 - 06 Mar 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Dubai - UAE,"$ 5,950",07 - 11 Sep 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Abu Dhabi - UAE,"$ 5,950",14 - 18 Dec 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Online,"$ 3,950",03 - 07 Nov 2025
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Online,"$ 3,950",02 - 06 Nov 2026
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Online,"$ 3,950",03 - 07 Nov 2025
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Online,"$ 3,950",02 - 06 Nov 2026
Navigating Environmental Challenges,"Strategies for Management, Risk Assessment, Waste, and Green Practices",Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Navigating Environmental Challenges,"Strategies for Management, Risk Assessment, Waste, and Green Practices",Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Navigating Environmental Challenges,"Strategies for Management, Risk Assessment, Waste, and Green Practices",Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Business and Climate Change,Towards Net Zero Emission,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Business and Climate Change,Towards Net Zero Emission,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Business and Climate Change,Towards Net Zero Emission,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Abu Dhabi - UAE,"$ 5,950",15 - 19 Dec 2025
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Dubai - UAE,"$ 5,950",02 - 06 Mar 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Dubai - UAE,"$ 5,950",07 - 11 Sep 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Abu Dhabi - UAE,"$ 5,950",14 - 18 Dec 2026
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Online,"$ 3,950",03 - 07 Nov 2025
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,N/A,Online,"$ 3,950",02 - 06 Nov 2026
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,London - UK,"$ 5,950",03 - 07 Nov 2025
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,London - UK,"$ 5,950",04 - 08 May 2026
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,Dubai - UAE,"$ 5,950",12 - 16 Oct 2026
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,London - UK,"$ 5,950",02 - 06 Nov 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Behavioural Based Safety,Safe Person – Safe Workplace,Dammam - Saudi Arabia,"$ 5,950",15 - 19 Dec 2025
Behavioural Based Safety,Safe Person – Safe Workplace,Jeddah - Saudi Arabia,"$ 5,950",23 - 27 Mar 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Al Ain - UAE,"$ 5,950",18 - 22 May 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Riyadh - Saudi Arabia,"$ 5,950",31 Aug - 04 Sep 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Abu Dhabi - UAE,"$ 5,950",14 - 18 Sep 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Dammam - Saudi Arabia,"$ 5,950",14 - 18 Dec 2026
Behavioural Based Safety,Safe Person – Safe Workplace,Online,"$ 3,950",03 - 07 Nov 2025
Behavioural Based Safety,Safe Person – Safe Workplace,Online,"$ 3,950",02 - 06 Nov 2026
Process Safety Management,Improving Safety Performance,Nairobi - Kenya,"$ 5,950",03 - 07 Nov 2025
Process Safety Management,Improving Safety Performance,Nairobi - Kenya,"$ 5,950",10 - 14 Nov 2025
Process Safety Management,Improving Safety Performance,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
Process Safety Management,Improving Safety Performance,Dubai - UAE,"$ 5,950",02 - 06 Feb 2026
Process Safety Management,Improving Safety Performance,Dubai - UAE,"$ 5,950",13 - 17 Apr 2026
Process Safety Management,Improving Safety Performance,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Process Safety Management,Improving Safety Performance,London - UK,"$ 5,950",14 - 18 Sep 2026
Process Safety Management,Improving Safety Performance,Nairobi - Kenya,"$ 5,950",02 - 06 Nov 2026
Process Safety Management,Improving Safety Performance,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
Process Safety Management,Improving Safety Performance,Online,"$ 3,950",08 - 12 Dec 2025
Process Safety Management,Improving Safety Performance,Online,"$ 3,950",13 - 17 Apr 2026
Process Safety Management,Improving Safety Performance,Online,"$ 3,950",07 - 11 Dec 2026
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",London - UK,"$ 5,950",10 - 14 Nov 2025
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",Rome - Italy,"$ 5,950",24 - 28 Nov 2025
