Main_Title,Sub_Title,Venue,Fees,Date
Construction Management for the Project Professional,How to Optimize Construction Project Time and Cost while Improving Quality,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
Construction Management for the Project Professional,How to Optimize Construction Project Time and Cost while Improving Quality,Dubai - UAE,"$ 5,950",11 - 15 May 2026
Construction Management for the Project Professional,How to Optimize Construction Project Time and Cost while Improving Quality,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
Construction Management for the Project Professional,How to Optimize Construction Project Time and Cost while Improving Quality,Online,"$ 3,950",11 - 15 May 2026
Mastering Project Requirements,A Key to Project Success,Dubai - UAE,"$ 5,950",11 - 15 May 2026
Mastering Project Requirements,A Key to Project Success,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
Mastering Project Requirements,A Key to Project Success,Dubai - UAE,"$ 5,950",31 Aug - 04 Sep 2026
Mastering Project Requirements,A Key to Project Success,London - UK,"$ 5,950",05 - 09 Oct 2026
Mastering Project Requirements,A Key to Project Success,Online,"$ 3,950",05 - 09 Oct 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Barcelona - Spain,"$ 5,950",27 - 31 Oct 2025
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Nairobi - Kenya,"$ 5,950",24 - 28 Nov 2025
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,London - UK,"$ 5,950",22 - 26 Dec 2025
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Dubai - UAE,"$ 5,950",29 Dec - 02 Jan 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Dubai - UAE,"$ 5,950",09 - 13 Feb 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Singapore City - Singapore,"$ 5,950",23 - 27 Mar 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Miami - USA,"$ 7,950",11 - 15 May 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,London - UK,"$ 5,950",15 - 19 Jun 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Amsterdam - The Netherlands,"$ 5,950",10 - 14 Aug 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Dubai - UAE,"$ 5,950",31 Aug - 04 Sep 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Barcelona - Spain,"$ 5,950",26 - 30 Oct 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Nairobi - Kenya,"$ 5,950",23 - 27 Nov 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,London - UK,"$ 5,950",21 - 25 Dec 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Dubai - UAE,"$ 5,950",28 Dec - 01 Jan 2027
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Online,"$ 3,950",26 - 30 Oct 2025
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Online,"$ 3,950",15 - 19 Jun 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Online,"$ 3,950",26 - 30 Oct 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,London - UK,"$ 5,950",22 - 26 Dec 2025
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Dubai - UAE,"$ 5,950",05 - 09 Jan 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Amsterdam - The Netherlands,"$ 5,950",26 - 30 Jan 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Dubai - UAE,"$ 5,950",16 - 20 Mar 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Tokyo - Japan,"$ 6,950",13 - 17 Apr 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Dubai - UAE,"$ 5,950",11 - 15 May 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,London - UK,"$ 5,950",20 - 24 Jul 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Muscat - Oman,"$ 5,950",28 Sep - 02 Oct 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,London - UK,"$ 5,950",21 - 25 Dec 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Online,"$ 3,950",08 - 12 Dec 2025
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Online,"$ 3,950",23 - 27 Mar 2026
PMP Exam Preparation Training : The Project Management Professional,Develop your Project Management Skills while Gaining Examination Techniques,Online,"$ 3,950",28 Sep - 02 Oct 2026
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,Houston - USA,"$ 6,950",10 - 14 Nov 2025
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,London - UK,"$ 5,950",15 - 19 Dec 2025
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,London - UK,"$ 5,950",13 - 17 Apr 2026
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,Accra - Ghana,"$ 5,950",11 - 15 May 2026
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,New York - USA,"$ 7,950",06 - 10 Jul 2026
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,Dubai - UAE,"$ 5,950",24 - 28 Aug 2026
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,London - UK,"$ 5,950",21 - 25 Sep 2026
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,Paris - France,"$ 5,950",09 - 13 Nov 2026
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,London - UK,"$ 5,950",14 - 18 Dec 2026
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,Online,"$ 3,950",10 - 14 Nov 2025
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,Online,"$ 3,950",20 - 24 Apr 2026
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,Online,"$ 3,950",09 - 13 Nov 2026
Feasibility Studies and Business Planning,Assessing the Potential of New Ideas,Dubai - UAE,"$ 5,950",11 - 15 May 2026
Feasibility Studies and Business Planning,Assessing the Potential of New Ideas,Dubai - UAE,"$ 5,950",24 - 28 Aug 2026
Feasibility Studies and Business Planning,Assessing the Potential of New Ideas,Online,"$ 3,950",24 - 28 Aug 2026
Managing Multiple Projects,Achieving a Balanced Portfolio of Projects and Progressing Them Together,Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Managing Multiple Projects,Achieving a Balanced Portfolio of Projects and Progressing Them Together,Istanbul - Turkey,"$ 5,950",01 - 05 Dec 2025
Managing Multiple Projects,Achieving a Balanced Portfolio of Projects and Progressing Them Together,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Managing Multiple Projects,Achieving a Balanced Portfolio of Projects and Progressing Them Together,Istanbul - Turkey,"$ 5,950",13 - 17 Jul 2026
Managing Multiple Projects,Achieving a Balanced Portfolio of Projects and Progressing Them Together,London - UK,"$ 5,950",12 - 16 Oct 2026
Managing Multiple Projects,Achieving a Balanced Portfolio of Projects and Progressing Them Together,Dubai - UAE,"$ 5,950",16 - 20 Nov 2026
Managing Multiple Projects,Achieving a Balanced Portfolio of Projects and Progressing Them Together,Istanbul - Turkey,"$ 5,950",30 Nov - 04 Dec 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Dubai - UAE,"$ 5,950",01 - 05 Dec 2025
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,London - UK,"$ 5,950",15 - 19 Dec 2025
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,London - UK,"$ 5,950",10 - 14 Aug 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Dubai - UAE,"$ 5,950",30 Nov - 04 Dec 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,London - UK,"$ 5,950",14 - 18 Dec 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Online,"$ 3,950",18 - 22 May 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Online,"$ 3,950",10 - 14 Aug 2026
The First Time Manager,Management Training Program for Newly Promoted Managers,London - UK,"$ 5,950",01 - 05 Dec 2025
The First Time Manager,Management Training Program for Newly Promoted Managers,Dubai - UAE,"$ 5,950",29 Dec - 02 Jan 2026
The First Time Manager,Management Training Program for Newly Promoted Managers,London - UK,"$ 5,950",02 - 06 Feb 2026
The First Time Manager,Management Training Program for Newly Promoted Managers,Dubai - UAE,"$ 5,950",18 - 22 May 2026
The First Time Manager,Management Training Program for Newly Promoted Managers,London - UK,"$ 5,950",27 - 31 Jul 2026
The First Time Manager,Management Training Program for Newly Promoted Managers,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Sep 2026
The First Time Manager,Management Training Program for Newly Promoted Managers,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
The First Time Manager,Management Training Program for Newly Promoted Managers,Dubai - UAE,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Barcelona - Spain,"$ 5,950",08 - 12 Dec 2025
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,London - UK,"$ 5,950",05 - 09 Jan 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",16 - 20 Feb 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,New York - USA,"$ 7,950",01 - 05 Jun 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,London - UK,"$ 5,950",03 - 07 Aug 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Riyadh - Saudi Arabia,"$ 5,950",14 - 18 Sep 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Paris - France,"$ 5,950",21 - 25 Sep 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,London - UK,"$ 5,950",19 - 23 Oct 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Barcelona - Spain,"$ 5,950",07 - 11 Dec 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",28 Dec - 01 Jan 2027
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Dubai - UAE,"$ 5,950",01 - 05 Dec 2025
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,London - UK,"$ 5,950",15 - 19 Dec 2025
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,London - UK,"$ 5,950",10 - 14 Aug 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Dubai - UAE,"$ 5,950",30 Nov - 04 Dec 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,London - UK,"$ 5,950",14 - 18 Dec 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Online,"$ 3,950",18 - 22 May 2026
Programme Management,Unlocking Business Excellence Through Efficient Programme Management,Online,"$ 3,950",10 - 14 Aug 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",27 - 31 Oct 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Geneva - Switzerland,"$ 5,950",03 - 07 Nov 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 6,950",24 - 28 Nov 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",01 - 05 Dec 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Paris - France,"$ 5,950",22 - 26 Dec 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 7,950",05 - 09 Jan 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",23 - 27 Mar 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",18 - 22 May 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 7,950",15 - 19 Jun 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Barcelona - Spain,"$ 5,950",20 - 24 Jul 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Kigali - Rwanda,"$ 5,950",10 - 14 Aug 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Los Angeles - USA,"$ 7,950",17 - 21 Aug 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Sep 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Miami - USA,"$ 7,950",05 - 09 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Riyadh - Saudi Arabia,"$ 5,950",19 - 23 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",26 - 30 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Geneva - Switzerland,"$ 5,950",02 - 06 Nov 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 7,950",23 - 27 Nov 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Paris - France,"$ 5,950",21 - 25 Dec 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Online,"$ 3,950",01 - 05 Dec 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Online,"$ 3,950",18 - 22 May 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Online,"$ 3,950",30 Nov - 04 Dec 2026
Commercial and Business Contracts,A Practical Guide,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Commercial and Business Contracts,A Practical Guide,Rome - Italy,"$ 5,950",01 - 05 Dec 2025
Commercial and Business Contracts,A Practical Guide,London - UK,"$ 5,950",18 - 22 May 2026
Commercial and Business Contracts,A Practical Guide,Barcelona - Spain,"$ 5,950",08 - 12 Jun 2026
Commercial and Business Contracts,A Practical Guide,Dubai - UAE,"$ 5,950",13 - 17 Jul 2026
Commercial and Business Contracts,A Practical Guide,London - UK,"$ 5,950",12 - 16 Oct 2026
Commercial and Business Contracts,A Practical Guide,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Commercial and Business Contracts,A Practical Guide,Rome - Italy,"$ 5,950",30 Nov - 04 Dec 2026
Commercial and Business Contracts,A Practical Guide,Online,"$ 3,950",01 - 05 Dec 2025
Commercial and Business Contracts,A Practical Guide,Online,"$ 3,950",30 Nov - 04 Dec 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",27 - 31 Oct 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Geneva - Switzerland,"$ 5,950",03 - 07 Nov 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 6,950",24 - 28 Nov 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",01 - 05 Dec 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Paris - France,"$ 5,950",22 - 26 Dec 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 7,950",05 - 09 Jan 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",23 - 27 Mar 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",18 - 22 May 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 7,950",15 - 19 Jun 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Barcelona - Spain,"$ 5,950",20 - 24 Jul 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Kigali - Rwanda,"$ 5,950",10 - 14 Aug 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Los Angeles - USA,"$ 7,950",17 - 21 Aug 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Sep 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Miami - USA,"$ 7,950",05 - 09 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Riyadh - Saudi Arabia,"$ 5,950",19 - 23 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",26 - 30 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Geneva - Switzerland,"$ 5,950",02 - 06 Nov 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 7,950",23 - 27 Nov 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Paris - France,"$ 5,950",21 - 25 Dec 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Online,"$ 3,950",01 - 05 Dec 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Online,"$ 3,950",18 - 22 May 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Online,"$ 3,950",30 Nov - 04 Dec 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",27 Oct - 07 Nov 2025
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Geneva - Switzerland,"$ 11,900",03 - 14 Nov 2025
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,New York - USA,"$ 13,900",24 Nov - 05 Dec 2025
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",01 - 12 Dec 2025
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Paris - France,"$ 11,900",22 Dec - 02 Jan 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,New York - USA,"$ 15,900",05 - 16 Jan 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",23 Mar - 03 Apr 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",18 - 29 May 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Barcelona - Spain,"$ 11,900",20 - 31 Jul 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Los Angeles - USA,"$ 15,900",17 - 28 Aug 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Amsterdam - The Netherlands,"$ 11,900",07 - 18 Sep 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Miami - USA,"$ 15,900",05 - 16 Oct 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",26 Oct - 06 Nov 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Geneva - Switzerland,"$ 11,900",02 - 13 Nov 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,New York - USA,"$ 15,900",23 Nov - 04 Dec 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",30 Nov - 11 Dec 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Paris - France,"$ 11,900",21 Dec - 01 Jan 2027
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Online,"$ 7,900",18 - 29 May 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",27 Oct - 07 Nov 2025
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Geneva - Switzerland,"$ 11,900",03 - 14 Nov 2025
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,New York - USA,"$ 13,900",24 Nov - 05 Dec 2025
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",01 - 12 Dec 2025
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Paris - France,"$ 11,900",22 Dec - 02 Jan 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,New York - USA,"$ 15,900",05 - 16 Jan 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",23 Mar - 03 Apr 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",18 - 29 May 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Barcelona - Spain,"$ 11,900",20 - 31 Jul 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Los Angeles - USA,"$ 15,900",17 - 28 Aug 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Amsterdam - The Netherlands,"$ 11,900",07 - 18 Sep 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Miami - USA,"$ 15,900",05 - 16 Oct 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",26 Oct - 06 Nov 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Geneva - Switzerland,"$ 11,900",02 - 13 Nov 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,New York - USA,"$ 15,900",23 Nov - 04 Dec 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London - UK,"$ 11,900",30 Nov - 11 Dec 2026
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Paris - France,"$ 11,900",21 Dec - 01 Jan 2027
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Online,"$ 7,900",18 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",17 - 21 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",08 - 12 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 6,950",15 - 19 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",05 - 09 Jan 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",13 - 17 Apr 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",20 - 24 Jul 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Houston - USA,"$ 7,950",05 - 09 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",19 - 23 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",16 - 20 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",23 - 27 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",07 - 11 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",14 - 18 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",23 - 27 Nov 2026
Advanced Contract Management,Maximising Contract Effectiveness,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Advanced Contract Management,Maximising Contract Effectiveness,Dubai - UAE,"$ 5,950",24 - 28 Nov 2025
Advanced Contract Management,Maximising Contract Effectiveness,Barcelona - Spain,"$ 5,950",01 - 05 Dec 2025
Advanced Contract Management,Maximising Contract Effectiveness,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Contract Management,Maximising Contract Effectiveness,Dubai - UAE,"$ 5,950",09 - 13 Feb 2026
Advanced Contract Management,Maximising Contract Effectiveness,New York - USA,"$ 7,950",25 - 29 May 2026
Advanced Contract Management,Maximising Contract Effectiveness,London - UK,"$ 5,950",27 - 31 Jul 2026
Advanced Contract Management,Maximising Contract Effectiveness,London - UK,"$ 5,950",12 - 16 Oct 2026
