Main_Title,Sub_Title,Venue,Fees,Date
Sustainable Investment,Assessments and Performance of Sustainable Investments,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Sustainable Investment,Assessments and Performance of Sustainable Investments,Paris - France,"$ 5,950",15 - 19 Dec 2025
Sustainable Investment,Assessments and Performance of Sustainable Investments,Dubai - UAE,"$ 5,950",06 - 10 Apr 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,London - UK,"$ 5,950",15 - 19 Jun 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Sep 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,London - UK,"$ 5,950",26 - 30 Oct 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,Paris - France,"$ 5,950",14 - 18 Dec 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Dubai - UAE,"$ 11,900",27 Oct - 07 Nov 2025
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,London - UK,"$ 11,900",12 - 23 Jan 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Dubai - UAE,"$ 11,900",20 - 31 Jul 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,London - UK,"$ 11,900",31 Aug - 11 Sep 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Dubai - UAE,"$ 11,900",26 Oct - 06 Nov 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Online,"$ 7,900",27 Oct - 07 Nov 2025
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Online,"$ 7,900",26 Oct - 06 Nov 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Dubai - UAE,"$ 11,900",27 Oct - 07 Nov 2025
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,London - UK,"$ 11,900",12 - 23 Jan 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Dubai - UAE,"$ 11,900",20 - 31 Jul 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,London - UK,"$ 11,900",31 Aug - 11 Sep 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Dubai - UAE,"$ 11,900",26 Oct - 06 Nov 2026
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Online,"$ 7,900",27 Oct - 07 Nov 2025
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Online,"$ 7,900",26 Oct - 06 Nov 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London - UK,"$ 5,950",13 - 17 Apr 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London - UK,"$ 5,950",10 - 14 Aug 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London - UK,"$ 5,950",05 - 09 Oct 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Online,"$ 3,950",03 - 07 Nov 2025
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Online,"$ 3,950",02 - 06 Nov 2026
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Amsterdam - The Netherlands,"$ 5,950",29 Dec - 02 Jan 2026
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,New York - USA,"$ 7,950",19 - 23 Jan 2026
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Dubai - UAE,"$ 5,950",02 - 06 Mar 2026
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,London - UK,"$ 5,950",04 - 08 May 2026
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,London - UK,"$ 5,950",31 Aug - 04 Sep 2026
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Amsterdam - The Netherlands,"$ 5,950",28 Dec - 01 Jan 2027
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London - UK,"$ 5,950",15 - 19 Dec 2025
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London - UK,"$ 5,950",19 - 23 Jan 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai - UAE,"$ 5,950",27 - 31 Jul 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London - UK,"$ 5,950",07 - 11 Sep 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London - UK,"$ 5,950",14 - 18 Dec 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$ 3,950",03 - 07 Nov 2025
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$ 3,950",22 - 26 Dec 2025
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$ 3,950",18 - 22 May 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$ 3,950",02 - 06 Nov 2026
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",Amsterdam - The Netherlands,"$ 5,950",03 - 07 Nov 2025
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",London - UK,"$ 5,950",01 - 05 Dec 2025
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",Dubai - UAE,"$ 5,950",27 Apr - 01 May 2026
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",Dubai - UAE,"$ 5,950",07 - 11 Sep 2026
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",Amsterdam - The Netherlands,"$ 5,950",02 - 06 Nov 2026
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",London - UK,"$ 5,950",30 Nov - 04 Dec 2026
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,London - UK,"$ 5,950",22 - 26 Dec 2025
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Riyadh - Saudi Arabia,"$ 5,950",13 - 17 Apr 2026
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Amsterdam - The Netherlands,"$ 5,950",18 - 22 May 2026
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Dubai - UAE,"$ 5,950",13 - 17 Jul 2026
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Sep 2026
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,London - UK,"$ 5,950",21 - 25 Dec 2026
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Online,"$ 3,950",16 - 20 Feb 2026
Analytical and Auditing Skills,Using Data as a Basis for Action,London - UK,"$ 5,950",03 - 07 Nov 2025
Analytical and Auditing Skills,Using Data as a Basis for Action,London - UK,"$ 5,950",08 - 12 Dec 2025
Analytical and Auditing Skills,Using Data as a Basis for Action,Dubai - UAE,"$ 5,950",01 - 05 Jun 2026
Analytical and Auditing Skills,Using Data as a Basis for Action,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
Analytical and Auditing Skills,Using Data as a Basis for Action,London - UK,"$ 5,950",02 - 06 Nov 2026
Analytical and Auditing Skills,Using Data as a Basis for Action,London - UK,"$ 5,950",07 - 11 Dec 2026
Analytical and Auditing Skills,Using Data as a Basis for Action,Online,"$ 3,950",14 - 18 Sep 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London - UK,"$ 5,950",15 - 19 Dec 2025
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London - UK,"$ 5,950",19 - 23 Jan 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai - UAE,"$ 5,950",27 - 31 Jul 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London - UK,"$ 5,950",07 - 11 Sep 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,London - UK,"$ 5,950",14 - 18 Dec 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$ 3,950",03 - 07 Nov 2025
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$ 3,950",22 - 26 Dec 2025
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$ 3,950",18 - 22 May 2026
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$ 3,950",02 - 06 Nov 2026
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Edinburgh - UK,"$ 5,950",19 - 23 Jan 2026
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Dubai - UAE,"$ 5,950",25 - 29 May 2026
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,London - UK,"$ 5,950",21 - 25 Sep 2026
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Online,"$ 3,950",25 - 29 May 2026
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Online,"$ 3,950",21 - 25 Sep 2026
Operational Process Design and Improvement,"Optimising Business Processes for Agility, Efficiency, and Sustainable Performance",London - UK,"$ 5,950",03 - 07 Nov 2025
Operational Process Design and Improvement,"Optimising Business Processes for Agility, Efficiency, and Sustainable Performance",Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
Operational Process Design and Improvement,"Optimising Business Processes for Agility, Efficiency, and Sustainable Performance",Dubai - UAE,"$ 5,950",04 - 08 May 2026
Operational Process Design and Improvement,"Optimising Business Processes for Agility, Efficiency, and Sustainable Performance",London - UK,"$ 5,950",02 - 06 Nov 2026
Operational Process Design and Improvement,"Optimising Business Processes for Agility, Efficiency, and Sustainable Performance",Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla - Saudi Arabia,"$ 5,950",03 - 07 Nov 2025
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Barcelona - Spain,"$ 5,950",17 - 21 Nov 2025
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London - UK,"$ 5,950",22 - 26 Dec 2025
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",29 Dec - 02 Jan 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",26 - 30 Jan 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Paris - France,"$ 5,950",02 - 06 Feb 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London - UK,"$ 5,950",06 - 10 Apr 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Riyadh - Saudi Arabia,"$ 5,950",04 - 08 May 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla - Saudi Arabia,"$ 5,950",22 - 26 Jun 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",20 - 24 Jul 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Paris - France,"$ 5,950",10 - 14 Aug 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Sep 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",12 - 16 Oct 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla - Saudi Arabia,"$ 5,950",02 - 06 Nov 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Barcelona - Spain,"$ 5,950",16 - 20 Nov 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London - UK,"$ 5,950",21 - 25 Dec 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",28 Dec - 01 Jan 2027
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$ 3,950",17 - 21 Nov 2025
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$ 3,950",06 - 10 Apr 2026
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$ 3,950",20 - 24 Jul 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla - Saudi Arabia,"$ 5,950",03 - 07 Nov 2025
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Barcelona - Spain,"$ 5,950",17 - 21 Nov 2025
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London - UK,"$ 5,950",22 - 26 Dec 2025
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",29 Dec - 02 Jan 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",26 - 30 Jan 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Paris - France,"$ 5,950",02 - 06 Feb 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London - UK,"$ 5,950",06 - 10 Apr 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Riyadh - Saudi Arabia,"$ 5,950",04 - 08 May 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla - Saudi Arabia,"$ 5,950",22 - 26 Jun 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",20 - 24 Jul 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Paris - France,"$ 5,950",10 - 14 Aug 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Sep 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",12 - 16 Oct 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla - Saudi Arabia,"$ 5,950",02 - 06 Nov 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Barcelona - Spain,"$ 5,950",16 - 20 Nov 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London - UK,"$ 5,950",21 - 25 Dec 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai - UAE,"$ 5,950",28 Dec - 01 Jan 2027
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$ 3,950",17 - 21 Nov 2025
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$ 3,950",06 - 10 Apr 2026
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$ 3,950",20 - 24 Jul 2026
Opportunity Auditing,Delivering Measurable Benefits,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Opportunity Auditing,Delivering Measurable Benefits,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Opportunity Auditing,Delivering Measurable Benefits,London - UK,"$ 5,950",13 - 17 Jul 2026
Opportunity Auditing,Delivering Measurable Benefits,London - UK,"$ 5,950",10 - 14 Aug 2026
Opportunity Auditing,Delivering Measurable Benefits,London - UK,"$ 5,950",28 Sep - 02 Oct 2026
Opportunity Auditing,Delivering Measurable Benefits,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,London - UK,"$ 5,950",27 - 31 Oct 2025
Sustainable Investment,Assessments and Performance of Sustainable Investments,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Sustainable Investment,Assessments and Performance of Sustainable Investments,Paris - France,"$ 5,950",15 - 19 Dec 2025
Sustainable Investment,Assessments and Performance of Sustainable Investments,Dubai - UAE,"$ 5,950",06 - 10 Apr 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,London - UK,"$ 5,950",15 - 19 Jun 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Sep 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,London - UK,"$ 5,950",26 - 30 Oct 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Sustainable Investment,Assessments and Performance of Sustainable Investments,Paris - France,"$ 5,950",14 - 18 Dec 2026
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Online,"$ 3,950",03 - 07 Nov 2025
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Online,"$ 3,950",02 - 06 Nov 2026
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,Amsterdam - The Netherlands,"$ 5,950",03 - 07 Nov 2025
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,London - UK,"$ 5,950",31 Aug - 04 Sep 2026
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,Dubai - UAE,"$ 5,950",05 - 09 Oct 2026
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,Amsterdam - The Netherlands,"$ 5,950",02 - 06 Nov 2026
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,London - UK,"$ 5,950",21 - 25 Dec 2026
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,Online,"$ 3,950",08 - 12 Jun 2026
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",London - UK,"$ 5,950",03 - 07 Nov 2025
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",Abu Dhabi - UAE,"$ 5,950",10 - 14 Nov 2025
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",Dubai - UAE,"$ 5,950",02 - 06 Mar 2026
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",London - UK,"$ 5,950",23 - 27 Mar 2026
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",London - UK,"$ 5,950",29 Jun - 03 Jul 2026
