Main_Title,Sub_Title,Venue,Fees,Date,Links
Contract Risk Management & Compliance,Mastering the Strategic Approach in a Post-Pandemic World,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/contract-risk-management-and-compliance
Contract & Project Risk Management & Compliance,Legal and Project Perspective to Protect the Investment,London,"$11,900",10 - 21 Nov 2025,https://glomacs.com/training-course/contract-and-project-risk-management-and-compliance
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Dubai,"$13,900",16 - 27 Nov 2025,https://glomacs.com/training-course/artificial-intelligence-in-contract-and-project-management
Oil & Gas Law,Contracts and Liabilities,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/oil-gas-law
"Implementing a Local Content Matrix to Achieve SDGs, ESG and In-Country Value Retention",Achieving Strategic Alignment of Sustainability Goals in the Oil & Gas Industry,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/implementing-a-local-content-matrix-to-achieve-sdgs
The Effective Buyer,"Effective Purchasing, Supplier Selection & Contract Preparation",Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/the-effective-buyer
Public – Private Partnership in the Road Sector,Reduce Risks and Increase Revenue,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/public-private-partnership-in-the-road-sector
Joint Venture and Other Collaboration Agreement for the Oil & Gas Industry,"Working in Partnership, Joint Venture and Production Sharing Contract",London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/joint-venture-and-other-collaboration-agreement-for-the-oil-gas-industry
Public – Private Partnership in the Road Sector,Reduce Risks and Increase Revenue,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/public-private-partnership-in-the-road-sector
EPCIC Contract Management in Offshore & Marine,"Masterclass in Engineering, Procurement, Construction, Installation & Commissioning Contracts",Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/epcic-contract-management-in-offshore-marine
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Amman,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/managing-tenders-specifications-and-contracts
Effective Purchasing and Contract Negotiation Strategies,Enhancing Profit through Effective Processes and Contracts,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/effective-purchasing-and-contract-negotiation-strategies
Oil & Gas Contracts,"Modern Practices in Licensing, Production Rights, Legislation, Sales, Purchase and Transportation Agreements",Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/oil-gas-contracts
Upstream Petroleum Contracts,Comprehensive Hands-On Guide for Oil and Gas Professionals,Online,"$3,950",24 - 28 Nov 2025,https://glomacs.com/training-course/upstream-petroleum-contracts
Advanced Contract Management,Maximising Contract Effectiveness,Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/advanced-contract-management
Strategic Contract Management,"Key Concepts, Processes and Current Practices",Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-contract-management
Oil & Gas Contracts,"Modern Practices in Licensing, Production Rights, Legislation, Sales, Purchase and Transportation Agreements",Online,"$3,950",24 - 28 Nov 2025,https://glomacs.com/training-course/oil-gas-contracts
Local Content Management in the Oil and Gas Industry,Build Local Workforce and Sustain Successful Local Content Strategic Plans,Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/local-content-management-in-the-oil-and-gas-industry
"Developing Strategic Partnerships, Joint Ventures and Consortia","Prospects, Analysis, and Execution",London,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/developing-strategic-partnerships-joint-ventures-and-consortia
"Statutory, Legal and Compliance Requirements",Compliance in Practice & Risk Management,Houston,"$6,950",24 - 28 Nov 2025,https://glomacs.com/training-course/statutory-legal-and-compliance-requirements
Upstream Petroleum Contracts,Comprehensive Hands-On Guide for Oil and Gas Professionals,Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/upstream-petroleum-contracts
LNG Commercial Management,"LNG Supply, Demand & Pricing",Istanbul,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/lng-commercial-management
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,New York,"$13,900",24 Nov - 05 Dec 2025,https://glomacs.com/training-course/the-contracts-and-project-management-mba
"Upstream Petroleum Contracts, Accounting & Auditing Policies and Procedures",An In-depth Guide for Oil and Gas Professionals,Dubai,"$11,900",24 Nov - 05 Dec 2025,https://glomacs.com/training-course/upstream-petroleum-contracts-accounting-auditing-policies-and-procedures
International Construction Management Seminar,How to Optimize Construction Project Time and Cost while Improving Quality,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/international-construction-management-seminar
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Online,"$3,950",01 - 05 Dec 2025,https://glomacs.com/training-course/effective-contractor-management-in-maintenance-technical-projects
Understanding Energy Insurance,"Construction, Erection, and Operational Risks",Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/understanding-energy-insurance
Complex Negotiation Skills in the Oil & Gas,Avoid Contractual Pitfalls while Maximising Your Business Gains,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/complex-negotiation-skills-in-the-oil-gas
Artificial Intelligence (AI) in Contract Management,,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/artificial-intelligence-ai-and-contract-management
Advanced Contract Management,Maximising Contract Effectiveness,Barcelona,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/advanced-contract-management
Negotiating and Managing PPP Contracts,"Performance Monitoring, Contract Compliance & Dispute Resolution",Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/negotiating-and-managing-ppp-contracts
Commercial and Business Contracts,A Practical Guide,Rome,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/commercial-and-business-contracts
International Contracting,"Global Sourcing, Selecting Contract Clauses & Successful Completion",Amsterdam,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/international-contracting
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/effective-contractor-management-in-maintenance-technical-projects
Effective Project Contracting,Project Management for Contract Professionals,Vienna,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/effective-project-contracting
Commercial and Business Contracts,A Practical Guide,Online,"$3,950",01 - 05 Dec 2025,https://glomacs.com/training-course/commercial-and-business-contracts
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York,"$6,950",01 - 05 Dec 2025,https://glomacs.com/training-course/mastering-contracts-management
International Contracting,"Global Sourcing, Selecting Contract Clauses & Successful Completion",Online,"$3,950",01 - 05 Dec 2025,https://glomacs.com/training-course/international-contracting
Advanced Contract and Project Management,Getting the Best out of Projects in a Contracting Environment,Barcelona,"$11,900",01 - 12 Dec 2025,https://glomacs.com/training-course/advanced-contract-and-project-management
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,Dubai,"$11,900",01 - 12 Dec 2025,https://glomacs.com/training-course/artificial-intelligence-in-contract-and-project-management
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,London,"$11,900",01 - 12 Dec 2025,https://glomacs.com/training-course/the-contracts-and-project-management-mba
Regulations and Control in Corporate Governance,Your Guidance in Good Governance of Organizations,Paris,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/regulations-and-control-in-corporate-governance
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/managing-tenders-specifications-and-contracts
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/mastering-contracts-management
Certified Professional Contract Manager(CPCM) Exam Preparation Course,Mastering the Art and Science of Contract Management,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/certified-professional-contract-manager-cpcm-exam-preparation-course
Oil & Gas Law,Contracts and Liabilities,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/oil-gas-law
"Maritime Law, Insurance and Claims",An Overview of the Regulatory and Contractual Frameworks in the Maritime Industry,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/maritime-law-insurance-claims
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Pretoria,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/effective-contractor-management-in-maintenance-technical-projects
Service Level Agreements,"Planning, Negotiating & Managing High-quality Performance Contracts",Amsterdam,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/service-level-agreements
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Barcelona,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/advanced-project-management
Oil & Gas Law,Contracts and Liabilities,Online,"$3,950",08 - 12 Dec 2025,https://glomacs.com/training-course/oil-gas-law
"Managing and Supervising Projects, Consultants and Contractors",Developing Supervisory Skills in the Construction Projects,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/managing-supervising-projects-consultants-contractors
"Statutory, Legal and Compliance Requirements",Compliance in Practice & Risk Management,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/statutory-legal-and-compliance-requirements
Negotiating and Managing PPP Contracts,"Performance Monitoring, Contract Compliance & Dispute Resolution",London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/negotiating-and-managing-ppp-contracts
International Dispute Resolution and Arbitration,"ADR and Arbitration Frameworks,Practices and Global Perspectives",Lisbon,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/international-dispute-resolution-and-arbitration
The Role of Regulator in a Deregulated Downstream Petroleum Sector,A Regulator Role in a Deregulated Petroleum Environment,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/the-role-of-regulator-in-a-deregulated-downstream-petroleum-sector
Reinsurance Law,Understanding Risk Transfer in Global Markets,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/reinsurance-law
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Liverpool,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/mastering-contracts-management
Oil & Gas Contracts,"Modern Practices in Licensing, Production Rights, Legislation, Sales, Purchase and Transportation Agreements",Singapore City,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/oil-gas-contracts
Artificial Intelligence (AI) in Contract Management,,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/artificial-intelligence-ai-and-contract-management
Public Contract Dispute Resolution,,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/public-contract-dispute-resolution
A Practical Workshop on Dealing with Construction Insurance,The A to Z of Handling Claims and Issues,Abu Dhabi,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/a-practical-workshop-on-dealing-with-construction-insurance
Artificial Intelligence (AI) in Contract and Project Management,Leveraging AI for Optimized Contracting and Project Delivery,London,"$11,900",15 - 26 Dec 2025,https://glomacs.com/training-course/artificial-intelligence-in-contract-and-project-management
The 10-Day Oil and Gas Contracts Training,Mastering Key Liabilities and Issues,Singapore City,"$11,900",15 - 26 Dec 2025,https://glomacs.com/training-course/the-10-day-oil-and-gas-contracts-training
Gas & LNG Contracts Negotiation,Strategies and Negotiation Techniques,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/gas-lng-contracts-negotiation
EPCIC Contract Management in Offshore & Marine,"Masterclass in Engineering, Procurement, Construction, Installation & Commissioning Contracts",Singapore City,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/epcic-contract-management-in-offshore-marine
LNG Commercial Management,"LNG Supply, Demand & Pricing",London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/lng-commercial-management
Understanding Energy Contracts,A Comprehensive Guide,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/understanding-energy-contracts
"Effective Purchasing, Tendering & Supplier Selection",Creating the Supplier Relationship,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/effective-purchasing-tendering-and-supplier-selection
Upstream Contracts Audit,,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/upstream-contracts-audit
Gas & LNG Contracts Negotiation,Strategies and Negotiation Techniques,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/gas-lng-contracts-negotiation
LNG Commercial Management,"LNG Supply, Demand & Pricing",Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/lng-commercial-management
The Effective Buyer,"Effective Purchasing, Supplier Selection & Contract Preparation",London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/the-effective-buyer
Contract Risk Management & Compliance,Mastering the Strategic Approach in a Post-Pandemic World,Amsterdam,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/contract-risk-management-and-compliance
Fundamentals of Energy and Utility Regulations,Theory and Practice of Energy Utilities,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/fundamentals-of-energy-and-utility-regulations
Complex Negotiation Skills in the Oil & Gas,Avoid Contractual Pitfalls while Maximising Your Business Gains,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/complex-negotiation-skills-in-the-oil-gas
"International Dispute Resolution and Arbitration in the Oil , Gas & Petrochemical Industry",Developing An Effective ADR Clause,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/international-dispute-resolution-and-arbitration-in-the-oil-gas-industry
Managing & Negotiating with Consultants & Contractors,"Selecting, Developing & Working with Suppliers",London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/managing-and-negotiating-with-consultants-and-contractors
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/managing-vendor-qualification-performance-and-contract-compliance
Maintenance Contracting & Outsourcing,How to Improve Your Maintenance Contracts and Contracting Process,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/maintenance-contracting-and-outsourcing
Contract Excellence for Non-Legal Professionals,Developing and Managing Binding Agreements Without Being a Lawyer,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/contract-excellence-for-non-legal-professionals
Contract & Project Risk Management & Compliance,Legal and Project Perspective to Protect the Investment,Amsterdam,"$11,900",22 Dec - 02 Jan 2026,https://glomacs.com/training-course/contract-and-project-risk-management-and-compliance
The Contracts & Project Management MBA,Exploring the Critical Aspects of Contract & Project Management,Paris,"$11,900",22 Dec - 02 Jan 2026,https://glomacs.com/training-course/the-contracts-and-project-management-mba
"Delay, Extension of Time and Liquidated Damages",Liquidated Damages and Extensions of Time in Construction Contracts,Online,"$3,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/delay-extension-of-time-and-liquidated-damages
Claim and Disputes under FIDIC Contracts,The Perfect Claim and Alternative Disputes Resolution (ADR) Techniques,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/claim-and-disputes-under-fidic-contracts
Cash Calls in Oil and Gas Venture Operations,"Identify, Explore, Evaluate, and Analyze Cash Calls in the Joint Venture Business",London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/cash-calls-in-oil-and-gas-venture-operations
International Construction Management Seminar,How to Optimize Construction Project Time and Cost while Improving Quality,Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/international-construction-management-seminar
Upstream Petroleum Contracts,Comprehensive Hands-On Guide for Oil and Gas Professionals,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/upstream-petroleum-contracts
Contract Management: From Principles to Action,Developing Core Competencies for Contract Success from Start to Finish,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/contract-management-from-principles-to-action
Strategic Contract Management,"Key Concepts, Processes and Current Practices",Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/strategic-contract-management
Best Practices in Claims Management,Practical Skill Sets to Save Costs and Time,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/best-practices-in-claims-management
Writing Effective Legal Documents and Commercial Contracts,A Practical Workshop,Toronto,"$6,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/writing-legal-documents-contracts
"Developing Strategic Partnerships, Joint Ventures and Consortia","Prospects, Analysis, and Execution",Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/developing-strategic-partnerships-joint-ventures-and-consortia
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/mastering-contracts-management
Advanced Logistics and Contract Management in the Oil and Gas Industry,Strategies for Transportation Optimization and Contract Compliance,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/advanced-logistics-and-contract-management-in-the-oil-and-gas-industry
Advanced Contract Management,Maximising Contract Effectiveness,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/advanced-contract-management
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/advanced-project-management
"Delay, Extension of Time and Liquidated Damages",Liquidated Damages and Extensions of Time in Construction Contracts,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/delay-extension-of-time-and-liquidated-damages
"Managing and Supervising Projects, Consultants and Contractors",Developing Supervisory Skills in the Construction Projects,Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/managing-supervising-projects-consultants-contractors
"Developing Strategic Partnerships, Joint Ventures and Consortia","Prospects, Analysis, and Execution",Online,"$3,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/developing-strategic-partnerships-joint-ventures-and-consortia
Construction Contracts Masterclass,Developing & Managing Successful Construction Contracts,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/construction-contracts-masterclass
Contract Drafting for Non-Lawyers,Adding Value to the Development of Commercial Agreements,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/contract-drafting-for-non-lawyers
"Upstream Petroleum Contracts, Accounting & Auditing Policies and Procedures",An In-depth Guide for Oil and Gas Professionals,London,"$11,900",29 Dec - 09 Jan 2026,https://glomacs.com/training-course/upstream-petroleum-contracts-accounting-auditing-policies-and-procedures
Advanced Project Management,Developing the Ability to Achieve Strategic Change,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/advanced-project-management
"Statutory, Legal and Compliance Requirements",Compliance in Practice & Risk Management,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/statutory-legal-and-compliance-requirements
"Delay, Extension of Time and Liquidated Damages",Liquidated Damages and Extensions of Time in Construction Contracts,Dubai,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/delay-extension-of-time-and-liquidated-damages
International Construction Management Seminar,How to Optimize Construction Project Time and Cost while Improving Quality,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/international-construction-management-seminar
Upstream Petroleum Contracts,Comprehensive Hands-On Guide for Oil and Gas Professionals,Dubai,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/upstream-petroleum-contracts
Contract Management: From Principles to Action,Developing Core Competencies for Contract Success from Start to Finish,Dubai,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/contract-management-from-principles-to-action
Strategic Contract Management,"Key Concepts, Processes and Current Practices",Dubai,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/strategic-contract-management
