Main_Title,Sub_Title,Venue,Fees,Date,Links
Financial Risk Management,"Reducing Risk, Improving Performance and Profitability",Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/financial-risk-management-reducing-risk-improving-performance-and-profitability
Advanced Enterprise Risk Management,Fully Embedding the ERM Process,Online,"$3,950",10 - 14 Nov 2025,https://glomacs.com/training-course/advanced-enterprise-risk-management
Operational Risk Management & Mitigation,Risk Management and Assessment for Operations,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/operational-risk-management-mitigation
"Statutory, Legal and Compliance Requirements",Compliance in Practice & Risk Management,Online,"$3,950",10 - 14 Nov 2025,https://glomacs.com/training-course/statutory-legal-and-compliance-requirements
Contract Risk Management & Compliance,Mastering the Strategic Approach in a Post-Pandemic World,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/contract-risk-management-and-compliance
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/managing-vendor-qualification-performance-and-contract-compliance
Business and Corporate Etiquette,Maintaining Good Business Relationships,Paris,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/business-and-corporate-etiquette
Pre-Contract Risk Assessment in the Oil & Gas Industry,Tips for Negotiation & Renegotiation of Oil & Gas Contracts,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/pre-contract-risk-assessment-oil-gas-industry
Risk Management: Internal Control & Fraud Prevention,The Keys to Success in our Fast-Changing World,Abu Dhabi,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/risk-management-internal-control-fraud-prevention
"Risk Management, Control & Compliance (Corporate Governance)",Minimising Risk and Exercising Internal Control,Amsterdam,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/risk-management-control-compliance-corporate-governance
Petroleum Project Economics & Risk Analysis,Techniques for Opportunity Evaluation and Assessment of Risk and Uncertainty,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/petroleum-project-economics-and-risk-analysis
Contract Risk Management & Compliance,Mastering the Strategic Approach in a Post-Pandemic World,Online,"$3,950",10 - 14 Nov 2025,https://glomacs.com/training-course/contract-risk-management-and-compliance
Oil Price Volatility and Risk Management,Survive and Thrive the Price Volatility with the Financial Derivatives,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/oil-price-volatility-and-risk-management
Anti-Money Laundering (AML) Compliance Masterclass,Protection Against the Risks of Money Laundering and Terrorist Financing,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/anti-money-laundering-aml-compliance-masterclass
"Risk Management, Control & Compliance (Corporate Governance)",Minimising Risk and Exercising Internal Control,Online,"$3,950",10 - 14 Nov 2025,https://glomacs.com/training-course/risk-management-control-compliance-corporate-governance
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,Houston,"$6,950",10 - 14 Nov 2025,https://glomacs.com/training-course/project-governance-and-stage-gate-management
The Complete Course in Risk Management,Moving Forward with Change “SAFELY”,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/the-complete-course-in-risk-management
Contract & Project Risk Management & Compliance,Legal and Project Perspective to Protect the Investment,London,"$11,900",10 - 21 Nov 2025,https://glomacs.com/training-course/contract-and-project-risk-management-and-compliance
The 10-Day Advanced Project Economics & Risk Management,Improve Decision-making and Increase Investment Effectiveness,London,"$11,900",10 - 21 Nov 2025,https://glomacs.com/training-course/10-day-advanced-project-economics-risk-management
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/governance-risk-compliance
Project Risk Management & Compliance,Effective Risk Identification & Management on all Projects,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/project-risk-management-and-compliance
"Risk Assessments, Method Statements and Quality Plans",Mitigating the Consequences of Related Risk Events through Documented Control Options,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/risk-assessments-method-statements-and-quality-plans
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Barcelona,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
Corporate Governance for Financial Institutions,"Fundamental Governance Roles and Crossroads of Risk Management, Compliance and Internal Audit",London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/corporate-governance-for-financial-institutions
"Risk Assessments, Method Statements and Quality Plans",Mitigating the Consequences of Related Risk Events through Documented Control Options,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/risk-assessments-method-statements-and-quality-plans
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Certificate in Advanced Governance, Risk & Compliance (GRC)","How Your Corporation is Managed, Commanded & Controlled",Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/advanced-governance-risk-compliance
Public Governance Best Practices,"Emerging Trends, Challenges and Opportunities for Governance and Public Sector Management",Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/public-governance-best-practices
Risk Management for Human Resources,Effectively Managing Enterprise Risk Across the Organization,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/risk-management-for-human-resources
"Certificate in Advanced Governance, Risk & Compliance (GRC)","How Your Corporation is Managed, Commanded & Controlled",Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/advanced-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Barcelona,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/governance-risk-compliance
Project Risk Management & Compliance,Effective Risk Identification & Management on all Projects,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/project-risk-management-and-compliance
Corporate Management & Control,"Enhancing Governance, Risk Management, and Compliance in a Global Context",London,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/corporate-management-control
Risk Management Professional (PMI-RMP),"Dealing Effectively with Portfolio, Program and Project Risks",Online,"$3,950",24 - 28 Nov 2025,https://glomacs.com/training-course/risk-management-professional
Risk Champion Masterclass,Building the ISO 31000 Model for Risk Management Process,Online,"$3,950",24 - 28 Nov 2025,https://glomacs.com/training-course/risk-champion-masterclass
Energy Risk Management,Managing Risk Exposure in the Energy Sector,Istanbul,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/energy-risk-management
"Statutory, Legal and Compliance Requirements",Compliance in Practice & Risk Management,Houston,"$6,950",24 - 28 Nov 2025,https://glomacs.com/training-course/statutory-legal-and-compliance-requirements
Risk Management Professional (PMI-RMP),"Dealing Effectively with Portfolio, Program and Project Risks",Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/risk-management-professional
Risk Champion Masterclass,Building the ISO 31000 Model for Risk Management Process,London,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/risk-champion-masterclass
"The 10-Day Corporate, Risk Management & Compliance",,London,"$11,900",24 Nov - 05 Dec 2025,https://glomacs.com/training-course/10-day-corporate-risk-management-compliance
Professional Certificate in Corporate Social Responsibility (CSR),Integrating Sustainability for Future Growth,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-corporate-social-responsibility-csr
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Rome,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/professional-certificate-in-procurement-compliance
"Risk Management, Control & Compliance (Corporate Governance)",Minimising Risk and Exercising Internal Control,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/risk-management-control-compliance-corporate-governance
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Online,"$3,950",01 - 05 Dec 2025,https://glomacs.com/training-course/professional-certificate-in-procurement-compliance
Strategy Governance for Board,Deriving benefit from Strong Corporate Governance,Paris,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/strategy-governance-for-board
Masterclass in Corporate Affairs and Governance,Integrating Public Communicationswith Enterprise GRC Framework,Paris,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/masterclass-in-corporate-affairs-and-governance
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
"Professional Certificate in Risk Management, Control & Compliance (Corporate Governance)",Minimising Risk and Exercising Internal Control,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-risk-management-control-compliance
"Energy Trading, Risk Management & Pricing",Using Market Insights for Business Decisions,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/energy-trading-risk-management-pricing
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/data-governance-and-privacy-in-ai-systems
Energy Risk Management,Managing Risk Exposure in the Energy Sector,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/energy-risk-management
Understanding Energy Insurance,"Construction, Erection, and Operational Risks",Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/understanding-energy-insurance
Corporate Social Responsibility (CSR),Integrating Sustainability for Future Growth,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/corporate-social-responsibility
Artificial Intelligence (AI) and Law,Navigating the Legal Landscape of Artificial Intelligence,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/artificial-intelligence-ai-and-law
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategic-corporate-governance
Business Continuity Management System (BCMS) & Enterprise Risk Management (ERM),Understanding and Maintaining Resilience through Effective Risk Management and Planning,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/business-continuity-management-system-bcms-enterprise-risk-management-erm
Enterprise Governance & Compliance,Navigating Regulatory Challenges,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/enterprise-governance-compliance
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/professional-certificate-in-strategic-corporate-governance
Risk Based Operational Decision Making,Learning To Manage Most Effectively in Turbulent Times,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/risk-based-operational-decision-making
Business and Corporate Etiquette,Maintaining Good Business Relationships,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/business-and-corporate-etiquette
Regulations and Control in Corporate Governance,Your Guidance in Good Governance of Organizations,Paris,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/regulations-and-control-in-corporate-governance
"Statutory, Legal and Compliance Requirements",Compliance in Practice & Risk Management,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/statutory-legal-and-compliance-requirements
Introduction to Oil Trading & Price Risk Management,,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/introduction-to-oil-trading-price-risk-management
Corporate Governance & Risk Management for State & Public Sector Organisations,Reduce the Burden of Compliance and Risk Management while Creating Effective Cultural Governance,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/corporate-governance-risk-management-for-state-public-sector-organisations
Governance Investigation,Practical Skills for Ethical and Compliant Investigations,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/governance-investigation
Compliance Investigation and Enforcement,Building Expertise in Investigating and Enforcing Compliance Standards,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/compliance-investigation-and-enforcement
Introduction to Oil Trading & Price Risk Management,,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/introduction-to-oil-trading-price-risk-management
Project Risk Management & Compliance,Effective Risk Identification & Management on all Projects,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/project-risk-management-and-compliance
Project Governance and Stage Gate Management,Assuring Strong Delivery Of Projects,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/project-governance-and-stage-gate-management
Managing Political Risk in the Oil & Gas Sector,"Monitoring, Assessing and Acting on Political Issues",London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/managing-political-risk-in-the-oil-gas-sector
Risk Management: Internal Control & Fraud Prevention,The Keys to Success in our Fast-Changing World,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/risk-management-internal-control-fraud-prevention
Risk Management for Oil and Gas,"Recognising, Planning & Controlling Risks in Disastrous Circumstances & Uncertain Times",Houston,"$6,950",15 - 19 Dec 2025,https://glomacs.com/training-course/risk-management-for-oil-and-gas
Managing Political Risk in the Oil & Gas Sector,"Monitoring, Assessing and Acting on Political Issues",Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/managing-political-risk-in-the-oil-gas-sector
Agile Project Management for Regulators,Navigating Compliance with Adaptive and Responsive Strategies,Amsterdam,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/agile-project-management-for-regulators
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,Vienna,"$11,900",15 - 26 Dec 2025,https://glomacs.com/training-course/project-financial-risk-appraisal
Business and Corporate Etiquette,Maintaining Good Business Relationships,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/business-and-corporate-etiquette
"Certificate in Advanced Governance, Risk & Compliance (GRC)","How Your Corporation is Managed, Commanded & Controlled",London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/advanced-governance-risk-compliance
"Public Policy Development, Governance & Administration","Learning Public Policy Making, Development and Delivery",Paris,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/public-policy-governance-administration
"Strategic Capital Investment, Performance Measurement, and Risk Management",Evaluating & Managing the Impact of Risk on Investment & Financial Performance,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/strategic-capital-investment-performance-measurement-risk-management
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/governance-risk-compliance
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/compliance-regulatory-professionals
Anti-Money Laundering (AML) Compliance Masterclass,Protection Against the Risks of Money Laundering and Terrorist Financing,Amsterdam,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/anti-money-laundering-aml-compliance-masterclass
Professional Certificate in Compliance Regulations,Perform Better by Protecting the Firm from Compliance Risk,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/professional-certificate-in-compliance-regulations
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/compliance-regulatory-professionals
Project Risk Management & Compliance,Effective Risk Identification & Management on all Projects,Pretoria,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/project-risk-management-and-compliance
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/managing-vendor-qualification-performance-and-contract-compliance
"IT Governance, Risk and Compliance","Understanding Cyber Security, Governance, Risk and Compliance in a Digital Age",London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/it-governance-risk-and-compliance
Professional Certificate in Compliance Regulations,Perform Better by Protecting the Firm from Compliance Risk,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/professional-certificate-in-compliance-regulations
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
Project Risk Analysis & Management,Understanding the Key Drivers towards Proactive Behaviours,Vienna,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/project-risk-analysis-management
Petroleum Project Economics & Risk Analysis,Techniques for Opportunity Evaluation and Assessment of Risk and Uncertainty,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/petroleum-project-economics-and-risk-analysis
Contract Risk Management & Compliance,Mastering the Strategic Approach in a Post-Pandemic World,Amsterdam,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/contract-risk-management-and-compliance
"Financial Risk, Root Cause Analysis (RCA) & Problem Solving",Unlocking the Complexity of Financial Risk,Kuala Lumpur,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/financial-risk-root-cause-analysis-and-problem-solving
Information & Documentation Compliance,Streamlining Documents in A Digital Age,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/information-and-documentation-compliance
Contract & Project Risk Management & Compliance,Legal and Project Perspective to Protect the Investment,Amsterdam,"$11,900",22 Dec - 02 Jan 2026,https://glomacs.com/training-course/contract-and-project-risk-management-and-compliance
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
Treasury and Risk Management,"Identifying, Measuring and Managing Financial Risk",Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/treasury-and-risk-management
Corporate Management & Control,"Enhancing Governance, Risk Management, and Compliance in a Global Context",London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/corporate-management-control
Supply Chain Risk Management,How to Manage Operational and Disruptive Risks and Tame the Uncertainty in Supply Chain,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/supply-chain-risk-management
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/professional-certificate-in-procurement-compliance
Financial Risk Management,"Reducing Risk, Improving Performance and Profitability",London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/financial-risk-management-reducing-risk-improving-performance-and-profitability
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/governance-risk-compliance
Operational Risk Management & Mitigation,Risk Management and Assessment for Operations,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/operational-risk-management-mitigation
Public Governance Best Practices,"Emerging Trends, Challenges and Opportunities for Governance and Public Sector Management",Paris,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/public-governance-best-practices
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/auditing-corporate-governance
Managing Project Risks in the Oil & Gas Industry,Minimising Uncertainties in Highly Complex Environments,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/managing-project-risks-in-the-oil-and-gas-industry
Project Risk Management & Compliance,Effective Risk Identification & Management on all Projects,Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/project-risk-management-and-compliance
"The 10-Day Corporate, Risk Management & Compliance",,London,"$11,900",29 Dec - 09 Jan 2026,https://glomacs.com/training-course/10-day-corporate-risk-management-compliance
Risk Assessment & Risk Management for Oil & Gas Projects,Minimising Risk and Maximising Resilience - from Theory to Practice,Online,"$3,950",05 - 09 Jan 2026,https://glomacs.com/training-course/risk-assessment-risk-management-for-oil-gas-projects
"Statutory, Legal and Compliance Requirements",Compliance in Practice & Risk Management,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/statutory-legal-and-compliance-requirements
Managing Project Risks in the Oil & Gas Industry,Minimising Uncertainties in Highly Complex Environments,Kigali,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/managing-project-risks-in-the-oil-and-gas-industry
Project Risk Management & Compliance,Effective Risk Identification & Management on all Projects,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/project-risk-management-and-compliance
"Risk Management, Control & Compliance (Corporate Governance)",Minimising Risk and Exercising Internal Control,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/risk-management-control-compliance-corporate-governance
"Professional Certificate in Risk Management, Control & Compliance (Corporate Governance)",Minimising Risk and Exercising Internal Control,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-risk-management-control-compliance
Public Governance Best Practices,"Emerging Trends, Challenges and Opportunities for Governance and Public Sector Management",Dubai,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/public-governance-best-practices
Petroleum Project Economics & Risk Analysis,Techniques for Opportunity Evaluation and Assessment of Risk and Uncertainty,Dubai,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/petroleum-project-economics-and-risk-analysis
"Statutory, Legal and Compliance Requirements",Compliance in Practice & Risk Management,Dubai,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/statutory-legal-and-compliance-requirements
