Main_Title,Sub_Title,Venue,Fees,Date,Links
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,Online,"$3,950",03 - 07 Nov 2025,https://glomacs.com/training-course/analysis-for-management-decisions
Analyzing and Visualizing Data with Power BI,"Get, Combine, Transform, Load, Visual, Publish and Share",London,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/analyzing-and-visualizing-data-with-power-bi
Digital Energy and Optimization,"Data Mining and Artificial Intelligence for Energy Savings, Process Optimization in Industrial and Energy Sector",Dubai,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/digital-energy-and-optimization
People Analytics,Transforming Management with Behavioral Data,Dubai,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/people-analytics
Fintech and Blockchain Masterclass,Understanding the relation between Fintech and Blockchain,London,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/fintech-blockchain-masterclass
Digital Energy and Optimization,"Data Mining and Artificial Intelligence for Energy Savings, Process Optimization in Industrial and Energy Sector",Online,"$3,950",03 - 07 Nov 2025,https://glomacs.com/training-course/digital-energy-and-optimization
Analytical and Auditing Skills,Using Data as a Basis for Action,London,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/analytical-and-auditing-skills
Effective Business Decisions using Data Analysis,,Amsterdam,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/effective-business-decisions-using-data-analysis
Fintech and Blockchain Masterclass,Understanding the relation between Fintech and Blockchain,Abu Dhabi,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/fintech-blockchain-masterclass
Artificial Intelligence (AI) in Banking,"Using AI for Credit Default Prediction, Fraud Detection, and Smart Customer Assistants",Riyadh,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/artificial-intelligence-in-banking
Power BI: Intermediate Data Analysis Techniques,,Online,"$3,950",10 - 14 Nov 2025,https://glomacs.com/training-course/power-bi-intermediate-data-analysis-techniques
"Professional Certificate in Research Methods, Data Analysis and Report Writing for Public Sector Organizations","Unlocking the Power of Data: Advanced Techniques for Research, Analysis, and Communication in the Public Sector",Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/professional-certificate-in-researchmethods-data-analysis-and-report-writing-for-public-sector-organizations
Leading With Analysis,The Scientific Based Leadership,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/leading-with-analysis
Best Practices in Projects Technical Library & Digitalization,The Best Way to Manage Digitalization Projects and Transfer to Paperless Working Environment,Paris,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/best-practices-in-projects-technical-library-digitalization
Statistical Communications,Importance of Recognizing the Context from the Data,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/statistical-communicationsbr-importance-of-recognizing-the-context-from-the-data
Business Intelligence & Analytics for Finance Professionals,Leveraging Data to Improve Decision-making and Build Competitive Advantage,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/business-intelligence-analytics-for-finance-professionals
HR Analytics,Using Data to Drive Results,Lisbon,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/hr-analytics
Business Intelligence & Analytics for Finance Professionals,Leveraging Data to Improve Decision-making and Build Competitive Advantage,Online,"$3,950",10 - 14 Nov 2025,https://glomacs.com/training-course/business-intelligence-analytics-for-finance-professionals
"Professional Certificate in Info-Graphics, Data Analysis and Reporting Techniques","Image and Graphic Visualization , Data Analysis and Reporting Style",Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/professional-certificate-in-info-graphics-data-analysis-and-reporting-techniques
Fintech and Blockchain Masterclass,Understanding the relation between Fintech and Blockchain,Singapore City,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/fintech-blockchain-masterclass
Data Management Professional Certification,Tame the Storms in the Sea of Enterprise Data,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/data-management-professional-certification
Blockchain and other Emerging Technologies,Digital Transformation – Getting Ready for the Future,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/blockchain-and-other-emerging-technology
CyberSec First Responder (CFR),,Dubai,"$6,950",17 - 21 Nov 2025,https://glomacs.com/training-course/cybersec-first-responder-cfr
Fintech and Blockchain Masterclass,Understanding the relation between Fintech and Blockchain,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/fintech-blockchain-masterclass
Blockchain and other Emerging Technologies,Digital Transformation – Getting Ready for the Future,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/blockchain-and-other-emerging-technology
Info-Graphics: Data Analysis and Reporting Techniques,"Image and Graphic Visualization , Data Analysis and Reporting Style",Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/info-graphics-data-analysis-and-reporting-techniques
Power BI: Advanced Data Analysis Techniques,,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/power-bi-advanced-data-analysis-techniques
Info-Graphics: Data Analysis and Reporting Techniques,"Image and Graphic Visualization , Data Analysis and Reporting Style",Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/info-graphics-data-analysis-and-reporting-techniques
"Professional Certificate in Info-Graphics, Data Analysis and Reporting Techniques","Image and Graphic Visualization , Data Analysis and Reporting Style",Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/professional-certificate-in-info-graphics-data-analysis-and-reporting-techniques
Data Management Professional Certification,Tame the Storms in the Sea of Enterprise Data,Barcelona,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/data-management-professional-certification
"Data Governance, Privacy with General Data Protection Regulation (GDPR) Masterclass",Understanding International Standards and Best Practices in Data Protection and Implementing Data Governance,Riyadh,"$5,950",23 - 27 Nov 2025,https://glomacs.com/training-course/data-governance-privacy-with-general-data-protection-regulation-gdpr-masterclass
Advanced Data Management for Oil and Gas Professionals,Master Data Management of Spatial and Well Seismic Data,Lisbon,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/advanced-data-management-for-oil-and-gas-professionals
Certified Data Science Practitioner (CDSP),,Dubai,"$6,950",24 - 28 Nov 2025,https://glomacs.com/training-course/certified-data-science-practitioner-cdsp
Best Practices in Projects Technical Library & Digitalization,The Best Way to Manage Digitalization Projects and Transfer to Paperless Working Environment,Doha,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/best-practices-in-projects-technical-library-digitalization
Advanced Data Analysis Techniques,"Modelling, Simulation, Optimisation and Predictive Analytics using Microsoft Excel",Lisbon,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/advanced-data-analysis-techniques
Advanced Data Analysis Techniques,"Modelling, Simulation, Optimisation and Predictive Analytics using Microsoft Excel",Online,"$3,950",24 - 28 Nov 2025,https://glomacs.com/training-course/advanced-data-analysis-techniques
IT Service Management,Optimizing IT Services for Business Success,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/it-service-management
Enterprise Content Management,Managing Records on the Enterprise Level,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/enterprise-content-management
Business Performance Management - Control Frameworks and Dashboards,"Defining, Measuring and Managing Organisational Success",Amsterdam,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/business-performance-management-control-frameworks-and-dashboards
Advanced Data Analysis Techniques,"Modelling, Simulation, Optimisation and Predictive Analytics using Microsoft Excel",Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/advanced-data-analysis-techniques
Data Visualization,The New Era for Comprehending and Conveying Information,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/data-visualization
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/data-governance-and-privacy-in-ai-systems
Data Visualization,The New Era for Comprehending and Conveying Information,Online,"$3,950",01 - 05 Dec 2025,https://glomacs.com/training-course/data-visualization
Transforming HR Data Reporting with Power BI and AI Analytics,,Cape Town,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/transforming-hr-data-reporting-with-power-bi-and-ai-analytics
Financial Modelling Using Excel,A Comprehensive Journey into the World of Financial Modeling with Excel,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/financial-modelling-using-excel
Infographics & Data Analytics for Oil & Gas Reporting,"Graphic and Image Presentation, Data Analysis and Professional Reporting Style",Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/infographics-data-analytics-for-oil-gas-reporting
Effective Business Decisions using Data Analysis,,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/effective-business-decisions-using-data-analysis
10-Day CyberSec First Responder (CFR),Building Advanced Cybersecurity Response Capabilities for Critical Threats,Singapore City,"$11,950",01 - 12 Dec 2025,https://glomacs.com/training-course/10-day-cybersec-first-responder-cfr
Data Analysis for Internal Auditing,Boosting Audit Efficiency Through Data Analysis,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/data-analysis-for-internal-auditing
Infographics & Data Analytics for Oil & Gas Reporting,"Graphic and Image Presentation, Data Analysis and Professional Reporting Style",London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/infographics-data-analytics-for-oil-gas-reporting
GIS Server Administration,,Khamis,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/gis-server-administration
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/analysis-for-management-decisions
People Analytics,Transforming Management with Behavioral Data,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/people-analytics
Advanced Energy Finance Analytics,"Markets, Instruments & Risk Management",Houston,"$6,950",08 - 12 Dec 2025,https://glomacs.com/training-course/advanced-energy-finance-analytics-markets-instruments-risk-management
Certificate in Data Analysis and Business Reporting Techniques Using Excel,Unlock the Potential of Your Data with Power Pivot in Microsoft Excel,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/certificate-in-data-analysis-and-business-reporting-techniques-using-excel
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/big-data-to-decision-making
Advanced Energy Finance Analytics,"Markets, Instruments & Risk Management",Online,"$3,950",08 - 12 Dec 2025,https://glomacs.com/training-course/advanced-energy-finance-analytics-markets-instruments-risk-management
Analytical and Auditing Skills,Using Data as a Basis for Action,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/analytical-and-auditing-skills
Financial Data Dashboarding with Excel,Transforming Financial Data into Actionable Insights with Excel Dashboards,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/financial-data-dashboarding-with-excel
Enterprise Content Management Masterclass,Let the Information Flow Work for You and Your Organisation,London,"$11,900",08 - 19 Dec 2025,https://glomacs.com/training-course/enterprise-content-management-masterclass
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/iso-27001
Certificate in Data Analysis and Business Reporting Techniques Using Excel,Unlock the Potential of Your Data with Power Pivot in Microsoft Excel,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/certificate-in-data-analysis-and-business-reporting-techniques-using-excel
Professional Certificate in Data Analysis Techniques,How To Extract Powerful Information From Data,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-data-analysis-techniques
Data Analysis Techniques,Analysis Methods and Evidence-based Decision-making using Microsoft Excel,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/data-analysis-techniques
Data Mining Techniques for Fraud Analytics,Uncovering Hidden Patterns and Anomalies to Strengthen Fraud Detection Efforts,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/data-mining-techniques-for-fraud-analytics
Advanced Data Analysis Application Using the R Programming Language,Unleash the Power of R: Advanced Techniques for Data Analysis,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/advanced-data-analysis-application-using-the-r-programming-language
Blockchain and other Emerging Technologies,Digital Transformation – Getting Ready for the Future,Amsterdam,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/blockchain-and-other-emerging-technology
Certified Training - Reporting & Operational Dashboards Using Excel,,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/certified-training-reporting-operational-dashboards-using-excel
Financial Data Analytics with Python,"Harnessing Python for Financial Insights, Risk Assessment, and Predictive Modelling",Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/financial-data-analytics-with-python
Power BI for Finance Professionals,Take financial analysis and reporting to the next level with Power BI,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/power-bi-for-finance-professionals
Professional Certificate in Data Analysis Techniques,How To Extract Powerful Information From Data,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-data-analysis-techniques
Data Analysis Techniques,Analysis Methods and Evidence-based Decision-making using Microsoft Excel,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/data-analysis-techniques
Machine Learning and Data Management in the Power and Energy Industry,Implementing AI for Power and Energy Systems,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/machine-learning-and-data-management-in-the-power-and-energy-industry
"Data Governance, Privacy with General Data Protection Regulation (GDPR) Masterclass",Understanding International Standards and Best Practices in Data Protection and Implementing Data Governance,Online,"$3,950",21 - 25 Dec 2025,https://glomacs.com/training-course/data-governance-privacy-with-general-data-protection-regulation-gdpr-masterclass
Artificial Intelligence (AI) in Banking,"Using AI for Credit Default Prediction, Fraud Detection, and Smart Customer Assistants",Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/artificial-intelligence-in-banking
Data Collection Techniques,Avoiding Problems with Incorrect and Biased Data,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/data-collection-techniques
Microsoft Office Power Automate,Automating Business Processes for Efficiency and Productivity,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/microsoft-office-power-automate
Advanced Data Analysis Techniques,"Modelling, Simulation, Optimisation and Predictive Analytics using Microsoft Excel",Amsterdam,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/advanced-data-analysis-techniques
Benchmarking : Comparing Your Performance with the Best,Tools and Methodologies for Continuous Quality Improvement,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/benchmarking-comparing-your-performance-with-the-best
Leading With Analysis,The Scientific Based Leadership,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/leading-with-analysis
Embracing Digital Banking Innovations & Transformation,,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/embracing-digital-banking-innovations-transformation
Advanced Data Management for Oil and Gas Professionals,Master Data Management of Spatial and Well Seismic Data,Amsterdam,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/advanced-data-management-for-oil-and-gas-professionals
Practical Econometrics for Managerial Decision Making,Developing Insights from Multivariate Models and Analysis,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/practical-econometrics-for-managerial-decision-making
"Data Management, Security and Warehousing",How to Efficiently Manage and Store Your Data for Ages to Come,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/data-management-security-and-warehousing
Business Analysis for Pre-Sales Professionals,Bridging Business Needs and Technical Solutions to Drive Sales Success,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/business-analysis-for-pre-sales-professionals
Embracing Digital Banking Innovations & Transformation,,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/embracing-digital-banking-innovations-transformation
Best Practices in Projects Technical Library & Digitalization,The Best Way to Manage Digitalization Projects and Transfer to Paperless Working Environment,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/best-practices-in-projects-technical-library-digitalization
Excel for Financial Professionals,"Mastering Advanced Excel Skills for Financial Analysis, Modeling, and Reporting",London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/excel-for-financial-professionals
"Professional Certificate in Research Methods, Data Analysis and Report Writing for Public Sector Organizations","Unlocking the Power of Data: Advanced Techniques for Research, Analysis, and Communication in the Public Sector",London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/professional-certificate-in-researchmethods-data-analysis-and-report-writing-for-public-sector-organizations
Analyzing and Visualizing Data with Power BI,"Get, Combine, Transform, Load, Visual, Publish and Share",Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/analyzing-and-visualizing-data-with-power-bi
HR Analytics,Using Data to Drive Results,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/hr-analytics
"Data Governance, Privacy with General Data Protection Regulation (GDPR) Masterclass",Understanding International Standards and Best Practices in Data Protection and Implementing Data Governance,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/data-governance-privacy-with-general-data-protection-regulation-gdpr-masterclass
Business Intelligence & Analytics for Finance Professionals,Leveraging Data to Improve Decision-making and Build Competitive Advantage,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/business-intelligence-analytics-for-finance-professionals
HR Analytics,Using Data to Drive Results,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/hr-analytics
Business Intelligence & Analytics for Finance Professionals,Leveraging Data to Improve Decision-making and Build Competitive Advantage,Dubai,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/business-intelligence-analytics-for-finance-professionals
Professional Certificate in Data Analysis Techniques,How To Extract Powerful Information From Data,Online,"$3,950",05 - 09 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-data-analysis-techniques
Business Performance Management - Control Frameworks and Dashboards,"Defining, Measuring and Managing Organisational Success",London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/business-performance-management-control-frameworks-and-dashboards
Data Analysis Techniques,Analysis Methods and Evidence-based Decision-making using Microsoft Excel,Online,"$3,950",05 - 09 Jan 2026,https://glomacs.com/training-course/data-analysis-techniques
Professional Certificate in Data Analysis Techniques,How To Extract Powerful Information From Data,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-data-analysis-techniques
Data Analysis Techniques,Analysis Methods and Evidence-based Decision-making using Microsoft Excel,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/data-analysis-techniques
People Analytics,Transforming Management with Behavioral Data,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/people-analytics
Advanced Energy Finance Analytics,"Markets, Instruments & Risk Management",Online,"$3,950",12 - 16 Jan 2026,https://glomacs.com/training-course/advanced-energy-finance-analytics-markets-instruments-risk-management
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",,Dubai,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/cybersecurity-information-governance-legal-risk-management-and-compliance-with-iso-records-management-controls
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",,Online,"$3,950",12 - 16 Jan 2026,https://glomacs.com/training-course/cybersecurity-information-governance-legal-risk-management-and-compliance-with-iso-records-management-controls
Leading With Analysis,The Scientific Based Leadership,Amsterdam,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/leading-with-analysis
Implementation of Modern Record Management through SharePoint and Office 365,Managing Records in Support of Business Requirements,Dubai,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/implementation-of-modern-record-management-through-sharepoint-and-office-365
Financial Data Dashboarding with Excel,Transforming Financial Data into Actionable Insights with Excel Dashboards,London,"$5,950",19 - 23 Jan 2026,https://glomacs.com/training-course/financial-data-dashboarding-with-excel
Using Big Data for Road Network,Neural Networks for Road Network,Dubai,"$5,950",19 - 23 Jan 2026,https://glomacs.com/training-course/using-big-data-for-road-network
Geographic Information Systems (GIS) Applications in Transportation Systems Engineering and Planning,Using GIS in Traffic and Transport Infrastructure Solutions,Dubai,"$5,950",26 - 30 Jan 2026,https://glomacs.com/training-course/geographic-information-systems-gis-applications-in-transportation-systems-engineering-and-planning
Financial Data Analytics with Python,"Harnessing Python for Financial Insights, Risk Assessment, and Predictive Modelling",London,"$5,950",26 - 30 Jan 2026,https://glomacs.com/training-course/financial-data-analytics-with-python
ArcGIS: Essential Workflows,,Dhahran,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/arcgis-essential-workflows
Excel for Financial Professionals,"Mastering Advanced Excel Skills for Financial Analysis, Modeling, and Reporting",Dubai,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/excel-for-financial-professionals
Data Management Professional Certification,Tame the Storms in the Sea of Enterprise Data,London,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/data-management-professional-certification
HR Analytics,Using Data to Drive Results,Tromso,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/hr-analytics
Mini MBA in Digital Transformation in Procurement and Supply Chain,Navigating Disruption with Innovative Strategies,Dubai,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/mini-mba-in-digital-transformation-in-procurement-and-supply-chain
Financial Modelling Using Excel,A Comprehensive Journey into the World of Financial Modeling with Excel,Dubai,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/financial-modelling-using-excel
Advanced Energy Finance Analytics,"Markets, Instruments & Risk Management",Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/advanced-energy-finance-analytics-markets-instruments-risk-management
Infographics & Data Analytics for Oil & Gas Reporting,"Graphic and Image Presentation, Data Analysis and Professional Reporting Style",London,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/infographics-data-analytics-for-oil-gas-reporting
Fintech and Blockchain Masterclass,Understanding the relation between Fintech and Blockchain,London,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/fintech-blockchain-masterclass
Advanced Data Analysis Techniques,"Modelling, Simulation, Optimisation and Predictive Analytics using Microsoft Excel",Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/advanced-data-analysis-techniques
"Professional Certificate in Research Methods, Data Analysis and Report Writing for Public Sector Organizations","Unlocking the Power of Data: Advanced Techniques for Research, Analysis, and Communication in the Public Sector",Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/professional-certificate-in-researchmethods-data-analysis-and-report-writing-for-public-sector-organizations
Advanced Data Management for Oil and Gas Professionals,Master Data Management of Spatial and Well Seismic Data,Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/advanced-data-management-for-oil-and-gas-professionals
Blockchain and other Emerging Technologies,Digital Transformation – Getting Ready for the Future,London,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/blockchain-and-other-emerging-technology
Leading With Analysis,The Scientific Based Leadership,Oslo,"$5,950",02 - 06 Mar 2026,https://glomacs.com/training-course/leading-with-analysis
Best Practices in Projects Technical Library & Digitalization,The Best Way to Manage Digitalization Projects and Transfer to Paperless Working Environment,Dubai,"$5,950",02 - 06 Mar 2026,https://glomacs.com/training-course/best-practices-in-projects-technical-library-digitalization
"Data Governance, Privacy with General Data Protection Regulation (GDPR) Masterclass",Understanding International Standards and Best Practices in Data Protection and Implementing Data Governance,Riyadh,"$5,950",02 - 06 Mar 2026,https://glomacs.com/training-course/data-governance-privacy-with-general-data-protection-regulation-gdpr-masterclass
Business Intelligence & Analytics for Finance Professionals,Leveraging Data to Improve Decision-making and Build Competitive Advantage,Online,"$3,950",02 - 06 Mar 2026,https://glomacs.com/training-course/business-intelligence-analytics-for-finance-professionals
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",London,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/iso-27001
"Professional Certificate in Info-Graphics, Data Analysis and Reporting Techniques","Image and Graphic Visualization , Data Analysis and Reporting Style",Dubai,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/professional-certificate-in-info-graphics-data-analysis-and-reporting-techniques
Certificate in Data Analysis and Business Reporting Techniques Using Excel,Unlock the Potential of Your Data with Power Pivot in Microsoft Excel,Dubai,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/certificate-in-data-analysis-and-business-reporting-techniques-using-excel
Business Intelligence & Analytics for Finance Professionals,Leveraging Data to Improve Decision-making and Build Competitive Advantage,London,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/business-intelligence-analytics-for-finance-professionals
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Online,"$3,950",23 - 27 Mar 2026,https://glomacs.com/training-course/iso-27001
