Main_Title,Sub_Title,Venue,Fees,Date,Links
"Implementing a Local Content Matrix to Achieve SDGs, ESG and In-Country Value Retention",Achieving Strategic Alignment of Sustainability Goals in the Oil & Gas Industry,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/implementing-a-local-content-matrix-to-achieve-sdgs
Stakeholder Engagement & Management,Achieving Results through Improved Relationships and Communication,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/stakeholder-engagement-management-course
Environmental and Social Impact Assessment,Better Assessment for Successful Business,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/environmental-social-impact-assessment
Low Carbon Development,"Empowering Sustainability: A Comprehensive Journey through Low Carbon Development Strategies, Renewable Energy, and Energy Efficiency",Stockholm,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/low-carbon-development
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/stakeholder-management-influencing-negotiating
Sustainable Maintenance,Strategies for Integrating Sustainability into Maintenance Practices,Amsterdam,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/sustainable-maintenance
Corporate Social Responsibility (CSR) in the Oil & Gas Industry,The Importance of Reputational Risk,Online,"$3,950",24 - 28 Nov 2025,https://glomacs.com/training-course/corporate-social-responsibility-in-the-oil-gas-industry
Strategic Community Relations,Developing Successful Community Partnerships for Better Business,London,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-community-relations
Local Content Management in the Oil and Gas Industry,Build Local Workforce and Sustain Successful Local Content Strategic Plans,Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/local-content-management-in-the-oil-and-gas-industry
Corporate Social Responsibility (CSR) in the Oil & Gas Industry,The Importance of Reputational Risk,London,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/corporate-social-responsibility-in-the-oil-gas-industry
The Complete Net Zero Emission,Innovative Approach to Achieve Complete Net Zero Comfortably,Online,"$3,950",01 - 05 Dec 2025,https://glomacs.com/training-course/the-complete-net-zero-emission
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Online,"$3,950",01 - 05 Dec 2025,https://glomacs.com/training-course/esg-and-sustainability-masterclass
Navigating ESG Challenges through Leadership Sustainability,Building Resilient Businesses for a Better Future,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/navigating-esg-challenges-through-leadership-sustainability
Circular Economy for Sustainable Built Environment,Bringing Circularity to Build Environment and Make It,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/circular-economy-for-sustainable-built-environment
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/carbon-management-ghg-footprinting-net-zero-emission
Sustainable Leadership,"Problem Solving, Communication, Innovation, and Social Responsibility",London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/sustainable-leadership
Stakeholder Engagement & Management,Achieving Results through Improved Relationships and Communication,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/stakeholder-engagement-management-course
Corporate Social Responsibility (CSR),Integrating Sustainability for Future Growth,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/corporate-social-responsibility
Professional Certificate in Corporate Social Responsibility (CSR),Integrating Sustainability for Future Growth,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-corporate-social-responsibility-csr
The Complete Net Zero Emission,Innovative Approach to Achieve Complete Net Zero Comfortably,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/the-complete-net-zero-emission
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/esg-and-sustainability-masterclass
Sustainable Finance & Leadership,,London,"$11,900",01 - 12 Dec 2025,https://glomacs.com/training-course/sustainable-finance-leadership
Sustainable Finance,A New Perspective on Value Creation for Organisations and their Stakeholders,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/sustainable-finance
Sustainable Banking,A Comprehensive Transition to Sustainable Business Operations,Online,"$3,950",08 - 12 Dec 2025,https://glomacs.com/training-course/sustainable-banking
Sustainable Procurement,Elevate the Impact of Procurement in Your Organisation,Amsterdam,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/sustainable-procurement
Waste Management and Circular Economy,Contemporary Approach and New Trends,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/waste-management-and-circular-economy
Sustainable Procurement,Elevate the Impact of Procurement in Your Organisation,Online,"$3,950",08 - 12 Dec 2025,https://glomacs.com/training-course/sustainable-procurement
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Amsterdam,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/managing-project-stakeholders
Sustainable Development Goals (SDGs) for Business,Achieving a Better Future for the World,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/sustainable-development-goals-sgds-business
Advanced Corporate Social Responsibility (CSR),Strategic CSR for Sustainable Business Excellence,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/advanced-corporate-social-responsibility-csr
Sustainable Banking,A Comprehensive Transition to Sustainable Business Operations,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/sustainable-banking
Stakeholder Engagement & Management,Achieving Results through Improved Relationships and Communication,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/stakeholder-engagement-management-course
Environmental and Social Impact Assessment,Better Assessment for Successful Business,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/environmental-social-impact-assessment
Sustainability and Carbon Accounting Masterclass,Enabling Inhouse Sustainability Report Generation,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/sustainability-and-carbon-accounting-masterclass
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Abu Dhabi,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/managing-project-stakeholders
Stakeholder Engagement & Management,Achieving Results through Improved Relationships and Communication,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/stakeholder-engagement-management-course
Environmental and Social Impact Assessment,Better Assessment for Successful Business,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/environmental-social-impact-assessment
Certificate in Blue and Circular Economy,Understanding Sustainable Practices for a Blue and Circular Economy,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/certificate-in-blue-and-circular-economy
Stakeholder Management,"Negotiating, Communicating & Influencing",London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/stakeholder-management-influencing-negotiating
Certificate in Blue and Circular Economy,Understanding Sustainable Practices for a Blue and Circular Economy,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/certificate-in-blue-and-circular-economy
Sustainable Construction Management,Practical Sustainable Projects,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/sustainable-construction-management
Stakeholder Management,"Negotiating, Communicating & Influencing",Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/stakeholder-management-influencing-negotiating
Sustainability Leadership in the Process Industries,Driving Sustainable Growth and Innovation in Industrial Operations,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/sustainability-leadership-in-the-process-industries
Navigating ESG Challenges through Leadership Sustainability,Building Resilient Businesses for a Better Future,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/navigating-esg-challenges-through-leadership-sustainability
Fundamentals of Decarbonisation,"Energy Efficiency, Carbon Footprint Reduction, and Climate Change Response",Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/fundamentals-of-decarbonisation
Climate Change: Economics & Governance,How Achieving the Economic Growth while Solving the Climate Change issues through Correct Governance,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/climate-change-economics-governance
Energy and Climate Change,Decarbonizing Energy Economies with Renewable Energy,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/energy-climate-change
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/advanced-stakeholder-management
Sustainable Construction Management,Practical Sustainable Projects,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/sustainable-construction-management
Sustainable Business Strategy,The Key to a Responsible Organisation,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/sustainable-business-strategy
Sustainable Business Management,Developing Sustainable Business Strategies,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/sustainable-business-management
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/advanced-stakeholder-management
Energy Efficiency and Sustainability in Chemical and Power Plants,The Application of Energy Efficiency in the Industry,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/energy-efficiency-and-sustainability-in-chemical-and-power-plants
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/managing-project-stakeholders
Sustainability Leadership and Corporate Responsibility,"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",Online,"$3,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility
Strategic Community Relations,Developing Successful Community Partnerships for Better Business,Online,"$3,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/strategic-community-relations
Sustainability Leadership and Corporate Responsibility (ILM),"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility-ilm
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Online,"$3,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/managing-project-stakeholders
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/esg-and-sustainability-masterclass
Sustainability Leadership and Corporate Responsibility (ILM),"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",Online,"$3,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility-ilm
Sustainable Development Goals (SDGs) for Business,Achieving a Better Future for the World,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/sustainable-development-goals-sgds-business
Sustainability Leadership and Corporate Responsibility,"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility
Strategic Community Relations,Developing Successful Community Partnerships for Better Business,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/strategic-community-relations
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Amsterdam,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/advanced-stakeholder-management
Energy and Climate Change,Decarbonizing Energy Economies with Renewable Energy,Muscat,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/energy-climate-change
Stakeholder Engagement & Management,Achieving Results through Improved Relationships and Communication,London,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/stakeholder-engagement-management-course
Sustainability Leadership and Corporate Responsibility,"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",Istanbul,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility
Sustainability Leadership and Corporate Responsibility (ILM),"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",Istanbul,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility-ilm
Strategic Leadership for Energy Industry,"Leadership, Strategy and Sustainability",Dubai,"$11,900",12 - 23 Jan 2026,https://glomacs.com/training-course/strategic-leadership-for-energy-industry
Strategic Essentials for Energy Industry,Strategic Success creates Sustainability,Dubai,"$5,950",19 - 23 Jan 2026,https://glomacs.com/training-course/strategic-essentials-for-energy-industry
Local Content Management in the Oil and Gas Industry,Build Local Workforce and Sustain Successful Local Content Strategic Plans,Kigali,"$5,950",26 - 30 Jan 2026,https://glomacs.com/training-course/local-content-management-in-the-oil-and-gas-industry
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,London,"$5,950",26 - 30 Jan 2026,https://glomacs.com/training-course/esg-and-sustainability-masterclass
Mini MBA in Digital Transformation in Procurement and Supply Chain,Navigating Disruption with Innovative Strategies,Dubai,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/mini-mba-in-digital-transformation-in-procurement-and-supply-chain
Sustainable Maintenance,Strategies for Integrating Sustainability into Maintenance Practices,London,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/sustainable-maintenance
Sustainability and Carbon Accounting Masterclass,Enabling Inhouse Sustainability Report Generation,Amsterdam,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/sustainability-and-carbon-accounting-masterclass
Sustainable Procurement,Elevate the Impact of Procurement in Your Organisation,Dubai,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/sustainable-procurement
Green Port Sustainable Blue Economy,Innovative Approach to Conserving the Ports & Oceans in a Beneficial Equitable and Sustainable Way,Dubai,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/green-port-blue-economy
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Barcelona,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/managing-project-stakeholders
Sustainable Construction Management,Practical Sustainable Projects,Amsterdam,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/sustainable-construction-management
Sustainability Leadership and Corporate Responsibility (ILM),"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility-ilm
"Implementing a Local Content Matrix to Achieve SDGs, ESG and In-Country Value Retention",Achieving Strategic Alignment of Sustainability Goals in the Oil & Gas Industry,Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/implementing-a-local-content-matrix-to-achieve-sdgs
Sustainability Leadership and Corporate Responsibility,"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility
Sustainability Leadership in the Process Industries,Driving Sustainable Growth and Innovation in Industrial Operations,Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/sustainability-leadership-in-the-process-industries
Developing Skills for a Sustainable Blue Economy,Saving Our Oceans While Sustaining Our Economy,London,"$5,950",02 - 06 Mar 2026,https://glomacs.com/training-course/developing-skills-for-a-sustainable-blue-economy
Navigating ESG Challenges through Leadership Sustainability,Building Resilient Businesses for a Better Future,London,"$5,950",02 - 06 Mar 2026,https://glomacs.com/training-course/navigating-esg-challenges-through-leadership-sustainability
Sustainable Business Management,Developing Sustainable Business Strategies,London,"$5,950",02 - 06 Mar 2026,https://glomacs.com/training-course/sustainable-business-management
Lean Logistics for Supply Chain Operations,Optimize Efficiency and Sustainability,London,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/lean-logistics-for-supply-chain-operations
Sustainable Procurement,Elevate the Impact of Procurement in Your Organisation,Dubai,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/sustainable-procurement
Sustainable Leadership,"Problem Solving, Communication, Innovation, and Social Responsibility",Amsterdam,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/sustainable-leadership
Sustainable Leadership,"Problem Solving, Communication, Innovation, and Social Responsibility",London,"$5,950",30 Mar - 03 Apr 2026,https://glomacs.com/training-course/sustainable-leadership
Energy Efficiency and Sustainability in Chemical and Power Plants,The Application of Energy Efficiency in the Industry,London,"$5,950",30 Mar - 03 Apr 2026,https://glomacs.com/training-course/energy-efficiency-and-sustainability-in-chemical-and-power-plants
Sustainable Finance,A New Perspective on Value Creation for Organisations and their Stakeholders,Dubai,"$5,950",30 Mar - 03 Apr 2026,https://glomacs.com/training-course/sustainable-finance
Fundamentals of Employee Volunteering Programs,Corporate Social Responsibility,Dubai,"$5,950",30 Mar - 03 Apr 2026,https://glomacs.com/training-course/fundamentals-of-employee-volunteering-programs
Local Content Management in the Oil and Gas Industry,Build Local Workforce and Sustain Successful Local Content Strategic Plans,Dubai,"$5,950",30 Mar - 03 Apr 2026,https://glomacs.com/training-course/local-content-management-in-the-oil-and-gas-industry
Stakeholder Management,"Negotiating, Communicating & Influencing",London,"$5,950",30 Mar - 03 Apr 2026,https://glomacs.com/training-course/stakeholder-management-influencing-negotiating
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai,"$5,950",30 Mar - 03 Apr 2026,https://glomacs.com/training-course/managing-project-stakeholders
Certificate in Sustainable and Green Finance,Harnessing Financial Strategies for a Sustainable Future,Dubai,"$11,900",30 Mar - 10 Apr 2026,https://glomacs.com/training-course/certificate-in-sustainable-and-green-finance
Professional Certificate in Corporate Social Responsibility (CSR),Integrating Sustainability for Future Growth,London,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-corporate-social-responsibility-csr
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/managing-project-stakeholders
Green Finance,A Real Impact on Sustainable Development,Dubai,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/green-finance
Corporate Social Responsibility (CSR),Integrating Sustainability for Future Growth,London,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/corporate-social-responsibility
Navigating ESG Challenges through Leadership Sustainability,Building Resilient Businesses for a Better Future,Dubai,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/navigating-esg-challenges-through-leadership-sustainability
Sustainability Leadership and Corporate Responsibility (ILM),"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",Berlin,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility-ilm
Stakeholder Engagement & Management,Achieving Results through Improved Relationships and Communication,Milan,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/stakeholder-engagement-management-course
Local Content Management in the Oil and Gas Industry,Build Local Workforce and Sustain Successful Local Content Strategic Plans,London,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/local-content-management-in-the-oil-and-gas-industry
Sustainability Leadership and Corporate Responsibility,"The need for CSR, Stakeholder Engagement, SDGs and the ESG Framework",Berlin,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/sustainability-leadership-and-corporate-responsibility
Advanced Corporate Social Responsibility (CSR),Strategic CSR for Sustainable Business Excellence,London,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/advanced-corporate-social-responsibility-csr
Corporate Social Responsibility (CSR) in the Oil & Gas Industry,The Importance of Reputational Risk,Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/corporate-social-responsibility-in-the-oil-gas-industry
Certificate in Blue and Circular Economy,Understanding Sustainable Practices for a Blue and Circular Economy,London,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/certificate-in-blue-and-circular-economy
Corporate Social Responsibility (CSR) in the Oil & Gas Industry,The Importance of Reputational Risk,Online,"$3,950",20 - 24 Apr 2026,https://glomacs.com/training-course/corporate-social-responsibility-in-the-oil-gas-industry
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/carbon-management-ghg-footprinting-net-zero-emission
Sustainable Business Strategy,The Key to a Responsible Organisation,London,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/sustainable-business-strategy
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/stakeholder-management-influencing-negotiating
ESG Corporate Strategy,An ESG and Sustainability Foundation for a Competitive Advantage,London,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/esg-corporate-strategy
Sustainable Banking,A Comprehensive Transition to Sustainable Business Operations,London,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/sustainable-banking
Capacity Building for National Sustainable Development,Developing your Leadership Skills for the Future of your Organisation and your Country,Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/capacity-building-for-national-sustainable-development
Strategic Leadership for Energy Industry,"Leadership, Strategy and Sustainability",Dubai,"$11,900",27 Apr - 08 May 2026,https://glomacs.com/training-course/strategic-leadership-for-energy-industry
Strategic Essentials for Energy Industry,Strategic Success creates Sustainability,Dubai,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/strategic-essentials-for-energy-industry
Climate Change: Economics & Governance,How Achieving the Economic Growth while Solving the Climate Change issues through Correct Governance,Dubai,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/climate-change-economics-governance
Concrete Quality Control on Hot Climate,Project Management for the Best Quality Control of Concrete,Dubai,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/concrete-quality-control-on-hot-climate
Sustainable Leadership,"Problem Solving, Communication, Innovation, and Social Responsibility",London,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/sustainable-leadership
Sustainable Leadership,"Problem Solving, Communication, Innovation, and Social Responsibility",Online,"$3,950",11 - 15 May 2026,https://glomacs.com/training-course/sustainable-leadership
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Barcelona,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/esg-and-sustainability-masterclass
Low Carbon Development,"Empowering Sustainability: A Comprehensive Journey through Low Carbon Development Strategies, Renewable Energy, and Energy Efficiency",Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/low-carbon-development
Business and Climate Change,Towards Net Zero Emission,Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/business-and-climate-change
Sustainable Construction Management,Practical Sustainable Projects,Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/sustainable-construction-management
Sustainable Business Management,Developing Sustainable Business Strategies,Online,"$3,950",18 - 22 May 2026,https://glomacs.com/training-course/sustainable-business-management
Sustainable Maintenance,Strategies for Integrating Sustainability into Maintenance Practices,London,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/sustainable-maintenance
Sustainable Business Management,Developing Sustainable Business Strategies,Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/sustainable-business-management
Corporate & Employee Best Practices,"Company Values, Employee Responsibility and Work Ethics",Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/corporate-employee-best-practices
Sustainable Procurement,Elevate the Impact of Procurement in Your Organisation,London,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/sustainable-procurement
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai,"$5,950",25 - 29 May 2026,https://glomacs.com/training-course/stakeholder-management-influencing-negotiating
Sustainable Finance,A New Perspective on Value Creation for Organisations and their Stakeholders,London,"$5,950",25 - 29 May 2026,https://glomacs.com/training-course/sustainable-finance
Understanding Scope 3 Emissions,Approaches to address and control indirect emissions,Dubai,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/understanding-scope-3-emissions
Stakeholder Engagement & Management,Achieving Results through Improved Relationships and Communication,Online,"$3,950",01 - 05 Jun 2026,https://glomacs.com/training-course/stakeholder-engagement-management-course
Advanced Corporate Social Responsibility (CSR),Strategic CSR for Sustainable Business Excellence,Dubai,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/advanced-corporate-social-responsibility-csr
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Vienna,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/advanced-stakeholder-management
Advanced Stakeholder Management,Engaging Key Stakeholders and Managing Their Expectations,Online,"$3,950",01 - 05 Jun 2026,https://glomacs.com/training-course/advanced-stakeholder-management
Stakeholder Engagement & Management,Achieving Results through Improved Relationships and Communication,London,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/stakeholder-engagement-management-course
Local Content Management in the Oil and Gas Industry,Build Local Workforce and Sustain Successful Local Content Strategic Plans,Dubai,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/local-content-management-in-the-oil-and-gas-industry
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,London,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/carbon-capture-utilization-and-storage-ccus
Energy and Climate Change,Decarbonizing Energy Economies with Renewable Energy,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/energy-climate-change
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Oslo,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/esg-and-sustainability-masterclass
