Main_Title,Sub_Title,Venue,Fees,Date,Links
Transformational Industrial (IR) and Employee Relations (ER),"Labour Management, Workplace Relations, Negotiation & Mediation Skills",Online,"$3,950",01 - 05 Dec 2025,https://glomacs.com/training-course/transformational-labour-industrial-relations-workshop
Mastering Spreadsheets for HR: Payroll Calculations and Benefits Tracking,Enhancing HR Efficiency through Advanced Spreadsheet Skills,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/mastering-spreadsheets-for-hr-payroll-calculations-and-benefits-tracking
Advanced Programs Performance Management for Quality Assurance,Driving Excellence through Effective Quality-Focused Program Oversight,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/advanced-programs-performance-management-for-quality-assurance
Advanced Certificate in Employee Relations (ER),"Enhance Communication, Build Strong Stakeholder Relationships, and Resolve Workplace Conflicts",Vienna,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/advanced-certificate-in-employee-relations-er
HR Masterclass: Artificial Intelligence (AI) for HR Professionals,The Artificial Intelligence (AI) Transformations Shaping the Future of Human Resources,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/hr-master-class-on-the-future-changes-in-human-resources
Essential Facilitation Skills and the Psychology of Groups,Understanding Group Dynamics and Designing Events,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/essential-facilitation-skills-and-the-psychology-of-groups
Performance Management,Building an Effective High-Performance Organization,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/performance-management
Introduction to Labor Laws and Regulatory Compliance in HR,Understanding Legal Frameworks and Ensuring Compliance in Human Resources,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/introduction-to-labor-laws-and-regulatory-compliance-in-hr
Advanced Techniques in Training Program Evaluation,Measuring Training Effectiveness and Maximizing ROI,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/advanced-techniques-in-training-program-evaluation
Certificate in Sustainable HR,ESG Fundamentals for Human Resource Professionals,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/certificate-in-sustainable-hr
Learning Agility: Agile Learning For HR Professionals,Developing Your Skills and Competencies to Accelerate and Promote People Development,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/learning-agility-the-essential-course-for-hr-and-learning-development-professionals
"Payroll: Preparation, Analysis and Management",Best Practices in Payroll Operation,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/payroll-preparation-analysis-and-management
Mini MBA for Learning & Development Professionals,"Training Management, Organisational Learning, Talent Management, and Organisational Development (OD)",London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/mini-mba-for-learning-development-professionals
Transformational Industrial (IR) and Employee Relations (ER),"Labour Management, Workplace Relations, Negotiation & Mediation Skills",Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/transformational-labour-industrial-relations-workshop
Employee Relationship Specialist,Managing Effectively the Relationship between your Organisation and your People,Barcelona,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/employee-relationship-specialist
Transforming HR Data Reporting with Power BI and AI Analytics,,Cape Town,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/transforming-hr-data-reporting-with-power-bi-and-ai-analytics
"Workforce Planning, Talent Management and Saudisation",,Al Khobar,"$5,950",07 - 11 Dec 2025,https://glomacs.com/training-course/workforce-planning-talent-management-and-saudisation
Leadership Bootcamp for HR Professional,Building Organisational Performance through Effective HR Management,Oslo,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/leadership-bootcamp-for-hr-professional
Key Performance Indicators and Optimisation Workshop,"Setting Goals, Objectives and KPI’s for Sustainable Organizational Success",Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/key-performance-indicators-and-optimisation-workshop
Strategic Workforce Planning Masterclass,Optimized Talent Management Planning,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategic-workforce-planning-masterclass
Train the Trainer,"Planning, Developing, Conducting, and Evaluating Training Activities",Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/train-the-trainer
Linking Training to Organisational Goals,Applying Focused Training Interventions to Deliver Organisational Success,Online,"$3,950",08 - 12 Dec 2025,https://glomacs.com/training-course/linking-training-to-organisational-goals
Designing Learning Programs,Creating Effective and Engaging Learning Experiences for Optimal Impact,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/designing-learning-programs
Train the Trainer (ILM),"Planning , Developing , Conducting & Evaluating Training Activities",Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/train-the-trainer-ilm
People Analytics,Transforming Management with Behavioral Data,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/people-analytics
Train the Trainer,"Planning, Developing, Conducting, and Evaluating Training Activities",Online,"$3,950",08 - 12 Dec 2025,https://glomacs.com/training-course/train-the-trainer
Train the Trainer (ILM),"Planning , Developing , Conducting & Evaluating Training Activities",Online,"$3,950",08 - 12 Dec 2025,https://glomacs.com/training-course/train-the-trainer-ilm
Learning & Development Masterclass,Developing your Skills and competencies as a Training Professional and Facilitator,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/learning-development-masterclass
Artificial Intelligence (AI) Driven Talent Management,Transform Your HR Strategy with Artificial Intelligence,Barcelona,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/artificial-intelligence-ai-driven-talent-management
"The Complete Course for Training, Learning & Development Professionals",,Dubai,"$11,900",08 - 19 Dec 2025,https://glomacs.com/training-course/the-complete-course-for-training-learning-development-professionals-in-dubai
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/managing-performance-with-okr-objectives-and-key-results
Train the Trainer (ILM),"Planning , Developing , Conducting & Evaluating Training Activities",Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/train-the-trainer-ilm
Competency - Based Management,Predicting Future Performance for Organisational Success,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/competency-based-management
The Future of HR: Re-engineering the Employee Experience,Best Practices in International Human Resource Management (HRM),Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/the-future-of-hr
Strategic Talent Management,Unlocking People Potential and Mastering Talent Acquisition for Market Agility,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategic-talent-management
Certified Strategical Recruitment,Master Strategic Talent Acquisition Techniques to Attract and Retain Top Talent,Amsterdam,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/certified-strategical-recruitment
"Certificate in HR Budgeting, Budget Control and Manpower Management",Strategic Financial Planning and Workforce Optimization for HR Professionals,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/certificate-in-hr-budgeting-budget-control-and-manpower-management
Strategic Competency Mapping for Talent Growth,Align Competency Frameworks with Talent Development Initiatives,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategic-competency-mapping-for-talent-growth
Total Rewards,Understanding Compensation Strategyand Total Rewards Approach,Amsterdam,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/total-rewards
Strategic Talent Management,Unlocking People Potential and Mastering Talent Acquisition for Market Agility,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategic-talent-management
"Competencies: Design, Development and Implementation",Crafting Technical and Behaviour Competency Frameworks,Singapore City,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/competencies-design-development-and-implementation
Linking Training to Organisational Goals,Applying Focused Training Interventions to Deliver Organisational Success,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/linking-training-to-organisational-goals
"Advanced Selection, Interviewing & Recruitment Skills",Proven Techniques for Dramatically Transforming Your Ability to Hire Effectively,Amsterdam,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/advanced-selection-interviewing-and-recruitment-skills
Introduction to Artificial Intelligence (AI) in Human Resource Management (HRM),Transforming Human Resource Management through Artificial Intelligence,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/introduction-to-artificial-intelligence-ai-in-human-resource-management-hrm
Designing Learning Programs,Creating Effective and Engaging Learning Experiences for Optimal Impact,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/designing-learning-programs
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/managing-performance-with-okr-objectives-and-key-results
Agile Change Management,Best Practices and Skills Development in Organizational Change Leadership,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/agile-change-management
The Future of HR: Re-engineering the Employee Experience,Best Practices in International Human Resource Management (HRM),London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/the-future-of-hr
Train the Trainer,"Planning, Developing, Conducting, and Evaluating Training Activities",Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/train-the-trainer
Linking Training to Organisational Goals,Applying Focused Training Interventions to Deliver Organisational Success,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/linking-training-to-organisational-goals
Due Diligence: Appraisal and Management of Potential Investors and Partners,Attracting and Sustaining Productive Relationships,Houston,"$13,900",15 - 26 Dec 2025,https://glomacs.com/training-course/due-diligence-appraisal-and-management-of-potential-investors-and-partners
Future of HR & Learning: Re-engineering the Employee and Learning Experience,,London,"$11,900",15 - 26 Dec 2025,https://glomacs.com/training-course/future-of-hr-and-learning
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Oslo,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/managing-performance-with-okr-objectives-and-key-results
Benchmarking : Comparing Your Performance with the Best,Tools and Methodologies for Continuous Quality Improvement,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/benchmarking-comparing-your-performance-with-the-best
The Competent Manager,Developmental Approach to Effective and Professional Management,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/the-competent-manager
Streamlining HR Service Workflows for Improved Turnaround Times,Enhancing HR Efficiency and Employee Satisfaction through Process Optimisation,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/streamlining-hr-service-workflows-for-improved-turnaround-times
The Art of Human Resource Management,Creating & Developing an Effective Personnel Function,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/the-art-of-human-resource-management
HR Processes Automation & Documentation,Streamlining HR Operations through Digitalisation and Structured Documentation,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/hr-processes-automation-documentation
HR Process Automation & Documentation,Streamlining Human Resources Operations Through Digital Tools and Process Optimization,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/hr-process-automation-documentation
Advanced Compensation and Benefits,Putting Your HR team at the Centre of Your Pay and Rewards Strategy,Amsterdam,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/advanced-compensation-and-benefits
The Competent Manager Professional Certificate,Developmental Approach to Effective and Professional Management,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/cpd-competent-manager-professional-certificate
Behavioural Economics,How to Get the Best Out of People and Processes Using the Newest Psychological Techniques,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/behavioural-economics
The Future of Learning: Re-engineering the Learning Experience,New Training Methodology and Its Impact on Organizational Success,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/the-future-of-learning
HR Masterclass: Artificial Intelligence (AI) for HR Professionals,The Artificial Intelligence (AI) Transformations Shaping the Future of Human Resources,New York,"$6,950",22 - 26 Dec 2025,https://glomacs.com/training-course/hr-master-class-on-the-future-changes-in-human-resources
The Leadership of Inclusion,"Creating an Organisation that Thrives, Performs and Sustains",Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/the-leadership-of-inclusion
Effective Use of HRIS for HR Administration,Maximizing HR Efficiency Through Technology and Data-Driven Insights,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/effective-use-of-hris-for-hr-administration
Learning Agility: Agile Learning For HR Professionals,Developing Your Skills and Competencies to Accelerate and Promote People Development,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/learning-agility-the-essential-course-for-hr-and-learning-development-professionals
HR Analytics,Using Data to Drive Results,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/hr-analytics
Strategic Advisory Skills for Handling Complex Employee and Labor Relations Issues,"Navigating Conflict, Compliance, and Employee Engagement",London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/strategic-advisory-skills-for-handling-complex-employee-and-labor-relations-issues
Advanced Professional Certificate in Strategic Human Resource Management,Maximizing Potential Organizational Workforce through Strategic HR Management,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/advanced-professional-certificate-in-strategic-human-resource-management
Innovations in Workforce Planning & Organizational Development,How Artificial Intelligence Will Change the World of Work,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/innovations-in-workforce-planning-organizational-development
Human Resources Development & Personnel Management,Transforming HR for Tomorrow's World,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/human-resources-development-and-personnel-management
Learning Agility,A Culture of Life-Long Learning,Oslo,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/learning-agility
Innovations in Workforce Planning & Organizational Development,How Artificial Intelligence Will Change the World of Work,Online,"$3,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/innovations-in-workforce-planning-organizational-development
The Oxford HRM & Training Programme,Getting the Best from Your Most Valuable Asset,London,"$11,900",29 Dec - 09 Jan 2026,https://glomacs.com/training-course/the-oxford-hrm-and-training-programme
The Competent Manager Professional Certificate,Developmental Approach to Effective and Professional Management,Barcelona,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/cpd-competent-manager-professional-certificate
Mini MBA for Learning & Development Professionals,"Training Management, Organisational Learning, Talent Management, and Organisational Development (OD)",Dubai,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/mini-mba-for-learning-development-professionals
The Training Analyst,"Improving Learning, Using Data, & Evaluating the Impact of Development",London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/the-training-analyst
Mini MBA for Learning & Development Professionals,"Training Management, Organisational Learning, Talent Management, and Organisational Development (OD)",Online,"$3,950",05 - 09 Jan 2026,https://glomacs.com/training-course/mini-mba-for-learning-development-professionals
HR Analytics,Using Data to Drive Results,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/hr-analytics
Strategic HR Business Partner,Building Credibility & Demonstrating ROI of Human Resources,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/strategic-hr-business-partner
The Competent Manager,Developmental Approach to Effective and Professional Management,Barcelona,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/the-competent-manager
People Analytics,Transforming Management with Behavioral Data,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/people-analytics
"The 10-Day Mini-MBA for Human Resource, Learning and Development Professionals","Mastering the Critical Areas of Human Capital Management , HRM And Learning & Development",Online,"$7,900",05 - 16 Jan 2026,https://glomacs.com/training-course/10-day-mini-mba-human-resource-learning-and-development-professionals
"The 10-Day Mini-MBA for Human Resource, Learning and Development Professionals","Mastering the Critical Areas of Human Capital Management , HRM And Learning & Development",Dubai,"$11,900",05 - 16 Jan 2026,https://glomacs.com/training-course/10-day-mini-mba-human-resource-learning-and-development-professionals
Managing Human Capital,Enhancing Organizational Capabilities,Online,"$3,950",12 - 16 Jan 2026,https://glomacs.com/training-course/managing-human-capital
The Competent Manager Professional Certificate,Developmental Approach to Effective and Professional Management,Online,"$4,950",12 - 16 Jan 2026,https://glomacs.com/training-course/cpd-competent-manager-professional-certificate
Managing Human Capital,Enhancing Organizational Capabilities,Dubai,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/managing-human-capital
The Competent Manager,Developmental Approach to Effective and Professional Management,Online,"$4,950",12 - 16 Jan 2026,https://glomacs.com/training-course/the-competent-manager
