Main_Title,Sub_Title,Venue,Fees,Date,Links
Strategic Planning and Execution: Strategy Execution Professional,Turning Strategy into Action and Results,Paris,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/strategic-planning-and-execution-turning-strategy-into-action-and-results
Essentials of Balanced Scorecard,Translate Strategy into Practical Performance Improvement,Online,"$3,950",03 - 07 Nov 2025,https://glomacs.com/training-course/essentials-of-balanced-scorecard
Strategic Planning Using the Balanced Scorecard,Turning Strategy into Reality,Online,"$3,950",03 - 07 Nov 2025,https://glomacs.com/training-course/strategic-planning-using-the-balanced-scorecard
Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,Prague,"$7,500",03 - 07 Nov 2025,https://glomacs.com/training-course/strategy-strategic-planning
Strategic Thinking and Planning for Optimum Success,Enhance Strategic Thinking and Planning Capabilities for Better Decisions Making,Dubai,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/strategic-thinking-and-planning-for-optimum-success
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/masterclass-on-emerging-technologies-in-procurement-and-supply
Leading for Results,Increased performance and achievement of objectives,Barcelona,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/leading-for-results
Professional Certificate in Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,Prague,"$7,500",03 - 07 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategy-strategic-planning
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",London,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/business-process-analysis-modelling
The Complete Strategic & Leadership Insights,Enabling Leaders to Gain Insights for Setting Direction and Developing Strategy that is Aligned Throughout the Organisation,Dubai,"$11,900",03 - 14 Nov 2025,https://glomacs.com/training-course/the-complete-strategic-leadership-insights
The Strategic Leader,"Strategic Planning, Negotiation & Conflict Management",Prague,"$15,000",03 - 14 Nov 2025,https://glomacs.com/training-course/the-strategic-leader
The Complete Strategy and Leadership Professional,,London,"$13,450",03 - 14 Nov 2025,https://glomacs.com/training-course/the-complete-strategy-and-leadership-professional
"Strategy, Strategy Execution and Performance Management System Workshop",Setting the Road to Success,Accra,"$3,900",10 - 12 Nov 2025,https://glomacs.com/training-course/strategy-strategy-execution-and-performance-management-system-workshop
Professional Certificate in Strategy,Developing and Executing Strategic Plans for Maximum Impact,Dubai,"$6,950",10 - 14 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategy
Certificate in Strategy,Developing and Executing Strategic Plans for Maximum Impact,Dubai,"$6,950",10 - 14 Nov 2025,https://glomacs.com/training-course/certificate-in-strategy-1
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",Abu Dhabi,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/business-process-analysis-modelling
Leadership Bootcamp,Leadership Beyond Management,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/leadership-bootcamp
Strategic Talent Management,Unlocking People Potential and Mastering Talent Acquisition for Market Agility,Istanbul,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/strategic-talent-management
"Developing Strategic Partnerships, Joint Ventures and Consortia","Prospects, Analysis, and Execution",New York,"$6,950",10 - 14 Nov 2025,https://glomacs.com/training-course/developing-strategic-partnerships-joint-ventures-and-consortia
Leadership Skills for the 4th Industrial Revolution,Adopting an Agile Mindset for Powerful Innovation,Munich,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/leadership-skills-for-the-4th-industrial-revolution
Agile Business Strategy and Organisational Development for Sustainable Growth,Creating an Agile Business,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/agile-business-strategy-and-organisational-development-for-sustainable-growth
Due Diligence in Petroleum Business Development,Appraisal and Management of Potential Investors and Partners,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/due-diligence-in-petroleum-business-development
"Leadership & Strategic Thinking in the Oil, Gas & Petrochemicals Industry",Sustaining Profitable Growth in a Changing Global Business,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/leadership-strategic-thinking-in-the-oil-gas-petrochemicals-industry
Leading for Strategic Success,Learn How to Develop Successful Leadership Strategies,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/leading-for-strategic-success
Creative Strategic Planning & Leadership,"Developing Innovative, Visioning and Strategic Thinking Skills",Amman,"$15,000",10 - 21 Nov 2025,https://glomacs.com/training-course/creative-strategic-planning-leadership
Strategic Leadership for Energy Industry,"Leadership, Strategy and Sustainability",Abu Dhabi,"$11,900",10 - 21 Nov 2025,https://glomacs.com/training-course/strategic-leadership-for-energy-industry
The Oxford Leadership & Performance Coaching Bootcamp,Building Leadership Capital,London,"$11,900",10 - 21 Nov 2025,https://glomacs.com/training-course/leadership-performance-coaching-bootcamp
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,London,"$11,900",10 - 21 Nov 2025,https://glomacs.com/training-course/the-strategy-and-high-impact-leadership-programme
Strategic Awareness and Business Acumen Workshop,Understand What Makes Your Business Successful,Victoria,"$3,900",17 - 19 Nov 2025,https://glomacs.com/training-course/strategic-awareness-and-business-acumen-workshop
Design Thinking for Strategic Management,Overcoming Organizational Challenges through Innovative Solutions,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/design-thinking-for-strategic-management
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-leading-through-vuca-volatility-uncertainty-complexity-ambiguity
Professional Certificate in Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,Amman,"$7,500",17 - 21 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategy-strategic-planning
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/certificate-in-strategic-project-management
Learning Agility,A Culture of Life-Long Learning,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/learning-agility
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-leading-through-vuca-volatility-uncertainty-complexity-ambiguity
Performance Coaching Bootcamp,Coaching for Leadership Excellence,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/performance-coaching-bootcamp
Strategic Investment Management,Contemporary Investment Strategies,Paris,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/strategic-investment-management
"Strategic Thinking, Analysis & Business Planning",Turning Strategy into Action and Results,Paris,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/strategic-thinking-analysis-business-planning
Strategic Essentials for Energy Industry,Strategic Success creates Sustainability,Abu Dhabi,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/strategic-essentials-for-energy-industry
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/strategic-planning-and-project-management-reviews
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
Fundamentals of Strategic Planning,,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/fundamentals-of-strategic-planning
Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,Amman,"$7,500",17 - 21 Nov 2025,https://glomacs.com/training-course/strategy-strategic-planning
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/certificate-in-strategic-project-management
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Vienna,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
"Strategic, Operational and Tactical Leadership in the Oil and Gas Industry",Leading Operations and Strategy with Tactical Expertise and Precision,Online,"$3,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-operational-and-tactical-leadership-in-the-oil-and-gas-industry
Improving Business Leadership Through Technology,Leveraging Digital Transformation for Performance Excellence,Boston,"$7,950",24 - 28 Nov 2025,https://glomacs.com/training-course/improving-business-leadership-through-technology
Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,Abu Dhabi,"$7,500",24 - 28 Nov 2025,https://glomacs.com/training-course/strategy-strategic-planning
Professional Certificate in Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,Abu Dhabi,"$7,500",24 - 28 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategy-strategic-planning
Strategic HR Business Partner,Building Credibility & Demonstrating ROI of Human Resources,Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-hr-business-partner
Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Vienna,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-awareness-and-business-acumen
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,New York,"$6,950",24 - 28 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-management-masterclass
Strategic Contract Management,"Key Concepts, Processes and Current Practices",Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-contract-management
Building High Performance Board,Developing An Effective Board for Strategic Planning & Corporate Governance,Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/building-high-performance-board
Management - Masterclass,Improved Management through Leading-Edge Strategies,New York,"$6,950",24 - 28 Nov 2025,https://glomacs.com/training-course/management-masterclass
Strategic Talent Management,Unlocking People Potential and Mastering Talent Acquisition for Market Agility,Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-talent-management
"Strategic, Operational and Tactical Leadership in the Oil and Gas Industry",Leading Operations and Strategy with Tactical Expertise and Precision,London,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-operational-and-tactical-leadership-in-the-oil-and-gas-industry
"Developing Strategic Partnerships, Joint Ventures and Consortia","Prospects, Analysis, and Execution",London,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/developing-strategic-partnerships-joint-ventures-and-consortia
"Strategic Thinking, Analysis and Planning",Mapping-out Your Best Possible Direction,London,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-thinking-analysis-and-planning
Planning Specialist,Creating Innovative Strategic Plans in our Volatile World,London,"$7,000",24 - 28 Nov 2025,https://glomacs.com/training-course/planning-specialist
Strategic Planning & Goal Setting,"Setting Business Goals, Targets & Deliverables",London,"$7,000",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-planning-goal-setting-setting-business-goals-targets-deliverables
Creative Strategic Planning & Leadership,"Developing Innovative, Visioning and Strategic Thinking Skills",London,"$15,000",24 Nov - 05 Dec 2025,https://glomacs.com/training-course/creative-strategic-planning-leadership
The Strategic Leader,"Strategic Planning, Negotiation & Conflict Management",Abu Dhabi,"$15,000",24 Nov - 05 Dec 2025,https://glomacs.com/training-course/the-strategic-leader
Advanced Professional Certificate in Strategic Management,Strategies for High-Impact Results in a Complex and Changing World,Amsterdam,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/advanced-professional-certificate-in-strategic-management
Business Process Management (BPM) Methodologies and Tools,Enhancing Organisational Agility and Efficiency through Process-Oriented Management,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/business-process-management-bpm-methodologies-and-tools
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Paris,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
The Oxford Advanced Strategy for Directors & Leaders,Leading Strategically in Turbulent Times,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/advanced-strategy-for-directors
Transformative Scenario Planning,Preparing for and Changing the Future,Barcelona,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/transformative-scenario-planning
Corporate Social Responsibility (CSR),Integrating Sustainability for Future Growth,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/corporate-social-responsibility
Disruptive Innovation,Managing Radical Change for High Growth,Brussels,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/disruptive-innovation-managing-radical-change-for-high-growth
Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,London,"$7,500",01 - 05 Dec 2025,https://glomacs.com/training-course/strategy-strategic-planning
Learning Agility: Agile Learning For HR Professionals,Developing Your Skills and Competencies to Accelerate and Promote People Development,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/learning-agility-the-essential-course-for-hr-and-learning-development-professionals
Professional Certificate in Corporate Social Responsibility (CSR),Integrating Sustainability for Future Growth,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-corporate-social-responsibility-csr
Professional Certificate in Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,London,"$7,500",01 - 05 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategy-strategic-planning
The Strategic Public Manager,Improving Managerial Competencies and Strategic Public Vision,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/the-strategic-public-manager
Strategic Management in Upstream Oil and Gas,Managing Business Goals within Complex Environment of Exploration & Development,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/strategic-management-in-upstream-oil-and-gas
Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Paris,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/strategic-awareness-and-business-acumen
Cultivating Learning Agility in the Workplace,Optimising Agile Learning for Enhanced Organisational Success,Dubai,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/cultivating-learning-agility-in-the-workplace
Strategy Governance for Board,Deriving benefit from Strong Corporate Governance,Paris,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/strategy-governance-for-board
The Complete Strategy and Leadership Professional,,London,"$13,450",01 - 12 Dec 2025,https://glomacs.com/training-course/the-complete-strategy-and-leadership-professional
The Advanced Professional Certificate in Strategic Management & Leadership,High-Impact Results in a Complex and Changing World,Amsterdam,"$11,900",01 - 12 Dec 2025,https://glomacs.com/training-course/advanced-professional-certificate-strategic-management-leadership
The Strategic Leader,"Strategic Planning, Negotiation & Conflict Management",London,"$15,000",01 - 12 Dec 2025,https://glomacs.com/training-course/the-strategic-leader
Leadership Skills for the 4th Industrial Revolution,Adopting an Agile Mindset for Powerful Innovation,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/leadership-skills-for-the-4th-industrial-revolution
Agile Business Strategy and Organisational Development for Sustainable Growth,Creating an Agile Business,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/agile-business-strategy-and-organisational-development-for-sustainable-growth
"Leadership & Strategic Thinking in the Oil, Gas & Petrochemicals Industry",Sustaining Profitable Growth in a Changing Global Business,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/leadership-strategic-thinking-in-the-oil-gas-petrochemicals-industry
Strategy & Business Analysis,Building and Sustaining a Profitable Competitive Position,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategy-business-analysis
Strategic Planning & Competitive Analysis for Supply Chain,Aligning Supply Chain Strategy with Competitive Business Advantage,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategic-planning-competitive-analysis-for-supply-chain
Professional Certificate in Strategy,Developing and Executing Strategic Plans for Maximum Impact,New York,"$6,950",08 - 12 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategy
Certificate in Strategy,Developing and Executing Strategic Plans for Maximum Impact,New York,"$6,950",08 - 12 Dec 2025,https://glomacs.com/training-course/certificate-in-strategy-1
Strategic Workforce Planning Masterclass,Optimized Talent Management Planning,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategic-workforce-planning-masterclass
"Leadership & Strategic Thinking in the Oil, Gas & Petrochemicals Industry",Sustaining Profitable Growth in a Changing Global Business,Online,"$3,950",08 - 12 Dec 2025,https://glomacs.com/training-course/leadership-strategic-thinking-in-the-oil-gas-petrochemicals-industry
Essentials of Business Analysis - Foundation & Practice,"Improving Productivity by Defining, Analysing and Improving Your Business",Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/essentials-of-business-analysis-foundation-practice
Strategic Mastery through PESTLE and SWOT Analysis,Unlocking Strategic Foresight through Proven Analytical Frameworks,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategic-mastery-through-pestle-and-swot-analysis
Analytics and Artificial Intelligence (AI) for Strategic Management,Leveraging Analytics & AI for Smarter Decisions,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/analytics-and-ai-for-strategic-management
Strategic Planning and Execution: Strategy Execution Professional,Turning Strategy into Action and Results,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategic-planning-and-execution-turning-strategy-into-action-and-results
Business Excellence Strategy Development and Implementation,Designing and Executing High-Performance Strategies for Sustainable Organisational Success,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/business-excellence-strategy-development-and-implementation
Strategic Quality Management: A Roadmap to Organizational Brilliance,Putting Quality at the Centre of Your Organizations Strategy,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategic-quality-management-a-roadmap-to-organizational-brilliance
Strategic Operations Leadership,Aligning Strategies and Operations To Enhance Corporate Values,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategic-operations-leadership
Leading Business Strategy Through Operational Excellence,Aligning Strategies and Operations to Enhance Corporate Values,Dubai,"$11,900",08 - 19 Dec 2025,https://glomacs.com/training-course/leading-business-strategy-through-operational-excellence
Agile Practices for Organizational Excellence and Sustainability,"Mastery of Design Thinking, Creativity and Business Agility",London,"$11,900",08 - 19 Dec 2025,https://glomacs.com/training-course/agile-practices-for-organizational-excellence-and-sustainability
Developing Project Strategy and Strategic Management Certificate in the Oil & Gas Industry,,New York,"$13,900",08 - 19 Dec 2025,https://glomacs.com/training-course/developing-project-strategy-and-strategic-management-certificate-in-the-oil-gas-industry
Strategic Talent Management,Unlocking People Potential and Mastering Talent Acquisition for Market Agility,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategic-talent-management
Leading for Strategic Success,Learn How to Develop Successful Leadership Strategies,Amsterdam,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/leading-for-strategic-success
Strategy Masterclass,Taking Your Knowledge of Strategy to a Higher Level,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategy-masterclass
Strategic Talent Management,Unlocking People Potential and Mastering Talent Acquisition for Market Agility,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategic-talent-management
"Shipping Management, Leadership & Strategy",Maritime Management and Leadership: Creating Value in Shipping,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/shipping-management-leadership-strategy
Evaluating Collaborative Development Opportunities,Due Diligence in Appraising Potential Investors and Partners,Houston,"$6,950",15 - 19 Dec 2025,https://glomacs.com/training-course/evaluating-collaborative-development-opportunities
Strategy & Business Analysis,Building and Sustaining a Profitable Competitive Position,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategy-business-analysis
Business Improvement & Quality Techniques,Implementing Recognized Best Practices that Give Maximum Impact on Business Objectives,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/business-improvement-and-quality-techniques
Operational Process Design and Improvement,"Optimising Business Processes for Agility, Efficiency, and Sustainable Performance",Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/operational-process-design-and-improvement
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/certificate-in-strategic-project-management
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/managing-performance-with-okr-objectives-and-key-results
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Abu Dhabi,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
Professional Certificate in Strategy,Developing and Executing Strategic Plans for Maximum Impact,London,"$6,950",15 - 19 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategy
Strategic Thinking & Decision Making in Competitive Environments,Creating the Organisation of the Future,London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategic-thinking-decision-making-in-competitive-environments
"Shipping Management, Leadership & Strategy",Maritime Management and Leadership: Creating Value in Shipping,London,"$6,450",15 - 19 Dec 2025,https://glomacs.com/training-course/shipping-management-leadership-strategy
Certificate in Strategy,Developing and Executing Strategic Plans for Maximum Impact,London,"$6,950",15 - 19 Dec 2025,https://glomacs.com/training-course/certificate-in-strategy-1
Evaluating Collaborative Development Opportunities,Due Diligence in Appraising Potential Investors and Partners,Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/evaluating-collaborative-development-opportunities
Strategic Management Workshop,Defining your Role in Creating Tomorrow's Organisation,Lisbon,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategic-management-workshop
Disruptive Innovation,Managing Radical Change for High Growth,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/disruptive-innovation-managing-radical-change-for-high-growth
Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,Milan,"$7,500",15 - 19 Dec 2025,https://glomacs.com/training-course/strategy-strategic-planning
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Online,"$3,950",15 - 19 Dec 2025,https://glomacs.com/training-course/managing-performance-with-okr-objectives-and-key-results
Professional Certificate in Strategy & Strategic Planning,Creating Tomorrow’s Organisation Out of Today’s Organisation,Milan,"$7,500",15 - 19 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategy-strategic-planning
"Strategic Thinking, Analysis & Business Planning",Turning Strategy into Action and Results,New York,"$6,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategic-thinking-analysis-business-planning
Mastering Entrepreneurship,From Creativity & Innovation to Business Strategy,Dubai,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/mastering-entrepreneurship
