Main_Title,Sub_Title,Venue,Fees,Date,Links
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/leadership-agility
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/masterclass-on-emerging-technologies-in-procurement-and-supply
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Online,"$3,950",03 - 07 Nov 2025,https://glomacs.com/training-course/executive-mini-mba
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Online,"$3,950",03 - 07 Nov 2025,https://glomacs.com/training-course/leadership-agility
The Power of Leaders,Maximising Your Influence and Leverage to Lead,London,"$5,950",03 - 07 Nov 2025,https://glomacs.com/training-course/the-power-of-leaders
The Oxford Executive Development Masterclass,Mastering the Eight Key Leadership Roles,London,"$14,000",03 - 14 Nov 2025,https://glomacs.com/training-course/the-executive-development-masterclass
The Strategic Leader,"Strategic Planning, Negotiation & Conflict Management",Prague,"$15,000",03 - 14 Nov 2025,https://glomacs.com/training-course/the-strategic-leader
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/mini-mba-business-essentials
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London,"$7,000",10 - 14 Nov 2025,https://glomacs.com/training-course/leading-beyond-ego
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/leadership-agility
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/the-power-of-leaders
Advanced Executive Presence,Achieving Leadership Momentum Through Trust and Behavioral Clarity,London,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/advanced-executive-presence
Business and Corporate Etiquette,Maintaining Good Business Relationships,Paris,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/business-and-corporate-etiquette
Leading With Analysis,The Scientific Based Leadership,Dubai,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/leading-with-analysis
Enterprise Leadership for Transformation,Achieving Growth Potential,Istanbul,"$5,950",10 - 14 Nov 2025,https://glomacs.com/training-course/enterprise-leadership-for-transformation
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,London,"$11,900",10 - 21 Nov 2025,https://glomacs.com/training-course/the-strategy-and-high-impact-leadership-programme
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-leading-through-vuca-volatility-uncertainty-complexity-ambiguity
Corporate Stewardship Company Secretary,"Strengthening Governance, Compliance, and Ethical Leadership in Corporate Environments",London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/corporate-stewardship-company-secretary
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",New York,"$6,950",17 - 21 Nov 2025,https://glomacs.com/training-course/leadership-masterclass
Executive Challenge,,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/executive-challenge
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-leading-through-vuca-volatility-uncertainty-complexity-ambiguity
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Dubai,"$5,950",17 - 21 Nov 2025,https://glomacs.com/training-course/the-power-of-leaders
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$3,950",17 - 21 Nov 2025,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",London,"$14,000",17 - 28 Nov 2025,https://glomacs.com/training-course/the-management-and-leadership-development-programme
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,New York,"$13,900",17 - 28 Nov 2025,https://glomacs.com/training-course/leadership-and-management-masterclass
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,New York,"$13,900",17 - 28 Nov 2025,https://glomacs.com/training-course/cpd-certified-leadership-and-management-masterclass
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Vienna,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
The Senior Level Leadership Program,Leadership for Executives,Geneva,"$7,000",24 - 28 Nov 2025,https://glomacs.com/training-course/the-senior-level-leadership-program
Building High Performance Board,Developing An Effective Board for Strategic Planning & Corporate Governance,Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/building-high-performance-board
Management - Masterclass,Improved Management through Leading-Edge Strategies,New York,"$6,950",24 - 28 Nov 2025,https://glomacs.com/training-course/management-masterclass
Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Vienna,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/strategic-awareness-and-business-acumen
Board Secretary Masterclass,A Catalyst for Effective Board Governance,London,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/board-secretary-master-class
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",Dubai,"$5,950",24 - 28 Nov 2025,https://glomacs.com/training-course/maximizing-mental-agility
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,New York,"$6,950",24 - 28 Nov 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-management-masterclass
Board Secretary Masterclass,A Catalyst for Effective Board Governance,Online,"$3,950",24 - 28 Nov 2025,https://glomacs.com/training-course/board-secretary-master-class
The Strategic Leader,"Strategic Planning, Negotiation & Conflict Management",Abu Dhabi,"$15,000",24 Nov - 05 Dec 2025,https://glomacs.com/training-course/the-strategic-leader
The Oxford Executive Development Masterclass,Mastering the Eight Key Leadership Roles,Geneva,"$14,000",24 Nov - 05 Dec 2025,https://glomacs.com/training-course/the-executive-development-masterclass
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Paris,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/esg-and-sustainability-masterclass
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Online,"$3,950",01 - 05 Dec 2025,https://glomacs.com/training-course/esg-and-sustainability-masterclass
Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Paris,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/strategic-awareness-and-business-acumen
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",Geneva,"$7,000",01 - 05 Dec 2025,https://glomacs.com/training-course/leading-beyond-ego
The Oxford Advanced Strategy for Directors & Leaders,Leading Strategically in Turbulent Times,London,"$5,950",01 - 05 Dec 2025,https://glomacs.com/training-course/advanced-strategy-for-directors
The Strategic Leader,"Strategic Planning, Negotiation & Conflict Management",London,"$15,000",01 - 12 Dec 2025,https://glomacs.com/training-course/the-strategic-leader
Business and Corporate Etiquette,Maintaining Good Business Relationships,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/business-and-corporate-etiquette
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/professional-certificate-in-strategic-corporate-governance
Business and Corporate Etiquette,Maintaining Good Business Relationships,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/business-and-corporate-etiquette
Analysis for Management Decisions,Data Analytics to Improve Decision-Making,London,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/analysis-for-management-decisions
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Los Angeles,"$6,950",08 - 12 Dec 2025,https://glomacs.com/training-course/executive-mini-mba
Finance for Non-Finance Professionals,Improving Executive Financial Awareness,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/finance-for-non-finance-executives
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,Dubai,"$5,950",08 - 12 Dec 2025,https://glomacs.com/training-course/strategic-corporate-governance
Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Abu Dhabi,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/strategic-awareness-and-business-acumen
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-leadership-masterclass
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Abu Dhabi,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
Executive Challenge,,Barcelona,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/executive-challenge
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London,"$5,950",15 - 19 Dec 2025,https://glomacs.com/training-course/leadership-masterclass
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,London,"$11,900",15 - 26 Dec 2025,https://glomacs.com/training-course/cpd-certified-leadership-and-management-masterclass
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,Amsterdam,"$11,900",15 - 26 Dec 2025,https://glomacs.com/training-course/the-strategy-and-high-impact-leadership-programme
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Dubai,"$14,000",15 - 26 Dec 2025,https://glomacs.com/training-course/the-management-and-leadership-development-programme
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,London,"$11,900",15 - 26 Dec 2025,https://glomacs.com/training-course/leadership-and-management-masterclass
Sustainable Business Strategy,The Key to a Responsible Organisation,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/sustainable-business-strategy
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/cpd-professional-certificate-in-management-masterclass
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/leadership-agility
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Milan,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/the-power-of-leaders
Advanced Executive Presence,Achieving Leadership Momentum Through Trust and Behavioral Clarity,Vienna,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/advanced-executive-presence
Management - Masterclass,Improved Management through Leading-Edge Strategies,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/management-masterclass
Leading With Analysis,The Scientific Based Leadership,London,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/leading-with-analysis
Business and Corporate Etiquette,Maintaining Good Business Relationships,Online,"$3,950",22 - 26 Dec 2025,https://glomacs.com/training-course/business-and-corporate-etiquette
Enterprise Leadership for Transformation,Achieving Growth Potential,Kuala Lumpur,"$5,950",22 - 26 Dec 2025,https://glomacs.com/training-course/enterprise-leadership-for-transformation
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/esg-and-sustainability-masterclass
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/leadership-masterclass
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London,"$7,000",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/leading-beyond-ego
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,London,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/certificate-in-executive-leadership
The Oxford Advanced Strategy for Directors & Leaders,Leading Strategically in Turbulent Times,Geneva,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/advanced-strategy-for-directors
The Senior Level Leadership Program,Leadership for Executives,London,"$7,000",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/the-senior-level-leadership-program
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Paris,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/leadership-agility
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Barcelona,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/value-creation-strategies
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-leadership-masterclass
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/esg-and-sustainability-masterclass
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/leadership-masterclass
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Dubai,"$5,950",29 Dec - 02 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Amsterdam,"$14,000",29 Dec - 09 Jan 2026,https://glomacs.com/training-course/the-management-and-leadership-development-programme
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London,"$7,000",05 - 09 Jan 2026,https://glomacs.com/training-course/leading-beyond-ego
Executive Leadership in an Agile and VUCA World,Agile Strategies for Organizational Excellence,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/certificate-in-executive-leadership
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London,"$5,950",05 - 09 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-leading-through-vuca-volatility-uncertainty-complexity-ambiguity
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Paris,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/leadership-masterclass
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Dubai,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/the-power-of-leaders
Leading With Analysis,The Scientific Based Leadership,Amsterdam,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/leading-with-analysis
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Paris,"$5,950",12 - 16 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-leadership-masterclass
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,New York,"$15,900",12 - 23 Jan 2026,https://glomacs.com/training-course/the-strategy-and-high-impact-leadership-programme
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London,"$5,950",19 - 23 Jan 2026,https://glomacs.com/training-course/leadership-agility
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai,"$5,950",19 - 23 Jan 2026,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai,"$5,950",19 - 23 Jan 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-leading-through-vuca-volatility-uncertainty-complexity-ambiguity
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",Dubai,"$5,950",19 - 23 Jan 2026,https://glomacs.com/training-course/maximizing-mental-agility
ESG and Sustainability Masterclass,Sustainable Strategy and Framework,London,"$5,950",26 - 30 Jan 2026,https://glomacs.com/training-course/esg-and-sustainability-masterclass
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai,"$5,950",26 - 30 Jan 2026,https://glomacs.com/training-course/leadership-agility
Executive Challenge,,Oslo,"$5,950",26 - 30 Jan 2026,https://glomacs.com/training-course/executive-challenge
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",London,"$14,000",26 Jan - 06 Feb 2026,https://glomacs.com/training-course/the-management-and-leadership-development-programme
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,London,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
The Oxford Advanced Strategy for Directors & Leaders,Leading Strategically in Turbulent Times,Dubai,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/advanced-strategy-for-directors
Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,London,"$5,950",02 - 06 Feb 2026,https://glomacs.com/training-course/strategic-awareness-and-business-acumen
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-leadership-masterclass
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Kigali,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-leading-through-vuca-volatility-uncertainty-complexity-ambiguity
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Kigali,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Kigali,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-leading-through-vuca-volatility-uncertainty-complexity-ambiguity
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Online,"$3,950",09 - 13 Feb 2026,https://glomacs.com/training-course/leadership-agility
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",London,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/maximizing-mental-agility
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-leadership-masterclass
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai,"$5,950",09 - 13 Feb 2026,https://glomacs.com/training-course/leadership-masterclass
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Online,"$3,950",02 - 06 Mar 2026,https://glomacs.com/training-course/value-creation-strategies
Leading With Analysis,The Scientific Based Leadership,Oslo,"$5,950",02 - 06 Mar 2026,https://glomacs.com/training-course/leading-with-analysis
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Dubai,"$5,950",02 - 06 Mar 2026,https://glomacs.com/training-course/value-creation-strategies
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Online,"$3,950",23 - 27 Mar 2026,https://glomacs.com/training-course/the-role-of-directors-and-the-boards
Executive Challenge,,Paris,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/executive-challenge
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai,"$5,950",23 - 27 Mar 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-leading-through-vuca-volatility-uncertainty-complexity-ambiguity
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,Paris,"$11,900",23 Mar - 03 Apr 2026,https://glomacs.com/training-course/the-strategy-and-high-impact-leadership-programme
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Dubai,"$14,000",23 Mar - 03 Apr 2026,https://glomacs.com/training-course/the-management-and-leadership-development-programme
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai,"$5,950",30 Mar - 03 Apr 2026,https://glomacs.com/training-course/leadership-agility
The Power of Leaders,Maximising Your Influence and Leverage to Lead,London,"$5,950",30 Mar - 03 Apr 2026,https://glomacs.com/training-course/the-power-of-leaders
Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,London,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/strategic-corporate-governance
Executive Mini MBA,Essential Skills and Knowledge for ManagersExecutives and Professionals,Dubai,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/executive-mini-mba
Professional Certificate in Strategic Corporate Governance,Measuring and Benchmarking Governance Standards,London,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/professional-certificate-in-strategic-corporate-governance
Professional Certificate in Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Dubai,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-strategic-awareness-and-business-acumen
Strategic Awareness and Business Acumen,Strategy Building & Sustaining Competitive Advantage,Dubai,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/strategic-awareness-and-business-acumen
Finance for Non-Finance Professionals,Improving Executive Financial Awareness,Tokyo,"$6,950",13 - 17 Apr 2026,https://glomacs.com/training-course/finance-for-non-finance-executives
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,Dubai,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-management-masterclass
The Senior Level Leadership Program,Leadership for Executives,London,"$7,000",13 - 17 Apr 2026,https://glomacs.com/training-course/the-senior-level-leadership-program
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Paris,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/leadership-agility
Management - Masterclass,Improved Management through Leading-Edge Strategies,Dubai,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/management-masterclass
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/masterclass-on-emerging-technologies-in-procurement-and-supply
The Oxford Executive Development Masterclass,Mastering the Eight Key Leadership Roles,London,"$14,000",13 - 24 Apr 2026,https://glomacs.com/training-course/the-executive-development-masterclass
Sustainable Business Strategy,The Key to a Responsible Organisation,London,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/sustainable-business-strategy
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Geneva,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/leadership-masterclass
Leading Beyond Ego,"Fostering Growth, Collaboration, and Innovation in Modern Leadership",London,"$7,000",20 - 24 Apr 2026,https://glomacs.com/training-course/leading-beyond-ego
Sustainable Business Strategy,The Key to a Responsible Organisation,London,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/sustainable-business-strategy
Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,Geneva,"$11,900",20 Apr - 01 May 2026,https://glomacs.com/training-course/leadership-and-management-masterclass
Certified Leadership and Management Masterclass,Essential Approaches & Contributions to Organizational Success,Geneva,"$11,900",20 Apr - 01 May 2026,https://glomacs.com/training-course/cpd-certified-leadership-and-management-masterclass
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/maximizing-mental-agility
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/leading-through-vuca-volatility-uncertainty-complexity-ambiguity
Professional Certificate in Management - Masterclass,Improved Management through Leading-Edge Strategies,Geneva,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-management-masterclass
